Sample,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC
0,393,655,416,1000,998,998,1000,1000,555,592,756,977,824,833,958,1000
1,549,578,776,1000,1000,1000,1000,1000,66,676,733,98,595,637,729,994
2,0,691,0,1000,1000,1000,1000,1000,420,559,711,719,711,716,931,997
3,570,855,581,1000,999,999,1000,1000,365,567,708,612,784,807,974,962
4,497,815,510,932,1000,1000,1000,1000,324,673,466,540,360,615,362,984
5,568,569,958,1000,999,999,1000,1000,425,654,464,953,784,792,942,1000
6,536,590,706,1000,1000,1000,1000,1000,68,696,556,109,624,631,870,1000
7,77,876,77,986,999,999,1000,1000,439,634,615,711,721,731,897,999
8,45,625,45,1000,999,999,1000,1000,579,651,753,932,519,567,637,1000
9,601,644,763,1000,1000,1000,1000,1000,413,669,466,763,555,780,562,999
10,588,634,759,1000,999,999,1000,1000,498,578,625,918,655,655,949,999
11,44,671,44,1000,999,999,1000,1000,500,539,740,923,772,773,981,1000
12,529,531,936,1000,998,998,1000,1000,513,611,623,982,551,568,758,999
13,521,522,933,1000,998,998,1000,1000,366,560,671,628,859,877,944,986
14,718,719,984,1000,999,999,1000,1000,565,593,780,995,357,611,359,995
15,573,573,965,1000,1000,1000,1000,1000,316,541,740,516,700,739,821,1000
16,840,856,938,1000,1000,1000,1000,1000,535,599,694,942,559,567,877,964
17,824,834,988,990,1000,1000,1000,1000,371,629,446,730,752,907,761,998
18,0,691,0,999,1000,1000,1000,1000,385,602,807,631,588,621,814,951
19,492,807,508,1000,999,999,1000,1000,487,616,593,862,561,563,882,996
20,494,807,508,1000,998,998,1000,1000,502,603,759,809,707,719,891,994
21,496,811,511,1000,1000,1000,1000,1000,382,660,494,670,463,830,623,665
22,571,870,581,1000,1000,1000,1000,1000,477,666,703,717,719,722,934,1000
23,539,545,902,996,1000,1000,1000,1000,511,664,648,798,572,648,666,999
24,0,805,0,1000,999,999,1000,1000,327,678,416,604,683,724,813,983
25,807,863,889,972,1000,1000,1000,1000,93,627,770,169,865,871,973,1000
26,558,559,958,1000,999,999,1000,1000,191,594,840,312,854,855,989,1000
27,595,640,758,1000,999,999,1000,1000,471,583,670,805,859,888,918,1000
28,811,851,936,964,998,998,1000,1000,537,576,731,965,808,834,910,987
29,547,604,707,1000,1000,1000,1000,1000,513,650,672,823,551,594,689,996
30,0,822,0,817,1000,1000,1000,1000,356,549,671,615,726,784,813,992
31,596,643,761,1000,1000,1000,1000,1000,475,612,780,780,731,731,970,1000
32,0,899,0,880,999,999,1000,1000,460,675,494,975,781,786,958,998
33,726,792,837,1000,1000,1000,1000,1000,495,682,711,768,679,721,813,998
34,55,817,55,1000,999,999,1000,1000,495,606,752,802,552,557,820,1000
35,573,574,959,1000,999,999,1000,1000,469,628,670,739,797,800,966,1000
36,573,878,582,990,999,999,1000,1000,485,674,713,745,846,846,987,999
37,78,887,78,716,999,999,1000,1000,577,607,787,971,555,567,766,990
38,0,697,0,997,1000,1000,1000,1000,508,543,739,947,578,655,947,851
39,491,807,504,950,1000,1000,1000,1000,355,694,480,604,754,768,979,968
40,739,759,909,1000,998,998,1000,1000,476,620,750,719,624,633,868,1000
41,487,790,506,1000,999,999,1000,1000,551,569,819,978,860,864,982,999
42,493,810,507,999,999,999,1000,1000,528,655,732,840,473,479,767,964
43,843,859,938,1000,999,999,1000,1000,491,543,740,862,658,672,851,1000
44,368,611,395,994,998,998,1000,1000,539,569,771,944,748,751,947,1000
45,559,588,775,1000,1000,1000,1000,1000,451,684,481,995,677,719,808,995
46,524,526,936,1000,1000,1000,1000,1000,386,623,442,787,564,579,782,996
47,0,664,0,1000,999,999,1000,1000,373,678,413,757,675,738,787,977
48,539,595,707,1000,1000,1000,1000,1000,142,611,809,248,508,590,584,976
49,548,577,777,1000,999,999,1000,1000,549,651,687,886,565,610,700,999
50,603,624,836,1000,999,999,1000,1000,345,639,397,747,725,725,969,1000
51,590,593,937,1000,999,999,1000,1000,274,642,613,404,787,791,961,999
52,534,535,941,1000,1000,1000,1000,1000,225,715,559,363,371,629,379,848
53,766,789,909,1000,1000,1000,1000,1000,314,613,694,491,451,465,716,957
54,571,874,581,919,999,999,1000,1000,581,684,735,915,689,702,869,1000
55,528,529,935,1000,1000,1000,1000,1000,338,571,802,533,557,598,869,906
56,846,891,898,1000,1000,1000,1000,1000,540,693,598,995,454,459,745,1000
57,736,736,981,1000,1000,1000,1000,1000,94,561,802,171,789,834,859,1000
58,591,635,761,1000,999,999,1000,1000,401,618,442,976,515,522,807,973
59,525,527,934,996,999,999,1000,1000,461,639,748,726,816,840,908,1000
60,44,634,44,997,998,998,1000,1000,183,603,843,309,622,692,723,1000
61,78,883,78,1000,998,998,1000,1000,383,633,782,607,786,788,970,1000
62,722,786,835,1000,1000,1000,1000,1000,478,574,774,808,724,724,973,1000
63,539,544,903,1000,999,999,1000,1000,408,634,443,985,596,667,699,1000
64,762,848,977,908,997,997,1000,1000,320,595,645,523,631,632,938,1000
65,725,725,979,1000,999,999,1000,1000,514,653,589,957,797,797,988,1000
66,590,634,763,1000,1000,1000,1000,1000,175,690,595,296,440,693,450,1000
67,756,759,966,1000,999,999,1000,1000,395,661,414,987,536,536,867,1000
68,771,849,989,915,1000,1000,1000,1000,226,710,537,362,558,564,890,973
69,521,522,933,1000,1000,1000,1000,1000,522,583,692,981,686,704,873,981
70,393,654,414,982,999,999,1000,1000,499,608,693,822,876,890,952,1000
71,564,567,957,990,999,999,1000,1000,352,639,709,543,861,865,979,1000
72,0,642,0,995,1000,1000,1000,1000,446,592,804,714,872,878,974,1000
73,571,863,583,1000,1000,1000,1000,1000,145,706,536,227,617,635,825,1000
74,752,775,907,1000,1000,1000,1000,1000,536,707,610,900,628,628,940,1000
75,527,528,934,1000,999,999,1000,1000,413,559,757,698,829,835,961,1000
76,833,851,937,1000,1000,1000,1000,1000,91,622,774,173,735,763,846,995
77,371,612,398,996,998,998,1000,1000,410,652,439,988,829,866,890,1000
78,814,857,890,1000,1000,1000,1000,1000,557,652,672,953,856,861,980,1000
79,45,693,45,1000,999,999,1000,1000,490,718,533,911,647,715,752,1000
80,538,545,896,1000,999,999,1000,1000,381,650,750,589,754,758,952,1000
81,520,529,937,972,1000,1000,1000,1000,503,543,739,898,615,634,817,1000
82,366,609,396,1000,999,999,1000,1000,258,533,711,426,743,753,913,1000
83,750,754,970,1000,999,999,1000,1000,520,583,777,883,598,677,694,992
84,832,834,988,1000,999,999,1000,1000,487,587,695,838,750,904,760,1000
85,497,814,511,1000,1000,1000,1000,1000,221,652,615,368,627,700,731,1000
86,0,645,0,1000,1000,1000,1000,1000,505,624,784,805,592,812,602,988
87,55,823,55,998,1000,1000,1000,1000,80,695,596,153,518,595,607,998
88,830,870,894,1000,998,998,1000,1000,514,575,673,949,711,885,720,1000
89,391,653,413,1000,999,999,1000,1000,546,614,709,925,867,898,920,1000
90,827,863,979,961,1000,1000,1000,1000,434,675,465,926,548,592,681,996
91,730,792,840,1000,999,999,1000,1000,500,706,537,989,620,828,630,999
92,746,748,981,1000,998,998,1000,1000,424,615,781,680,557,563,832,1000
93,78,873,78,1000,1000,1000,1000,1000,543,615,694,988,685,698,916,973
94,76,883,76,1000,999,999,1000,1000,540,598,775,875,684,867,696,987
95,45,688,45,1000,1000,1000,1000,1000,504,527,740,984,764,913,773,999
96,548,578,770,998,998,998,1000,1000,517,578,780,884,801,803,972,1000
97,391,656,413,1000,1000,1000,1000,1000,277,646,396,534,533,538,801,1000
98,366,608,396,1000,999,999,1000,1000,562,583,801,981,753,769,965,971
99,726,727,980,1000,999,999,1000,1000,375,627,397,994,808,811,966,1000
100,749,771,905,1000,999,999,1000,1000,452,573,756,722,866,878,946,1000
101,815,818,977,1000,998,998,1000,1000,461,699,488,977,723,890,735,1000
102,46,674,46,1000,999,999,1000,1000,509,614,692,849,579,582,906,1000
103,499,499,957,1000,999,999,1000,1000,526,645,614,987,607,624,816,1000
104,364,603,396,1000,999,999,1000,1000,101,632,751,196,560,566,814,1000
105,592,634,758,1000,1000,1000,1000,1000,363,564,780,541,864,869,974,1000
106,533,535,936,1000,1000,1000,1000,1000,426,661,460,993,588,681,792,876
107,0,814,0,1000,999,999,1000,1000,431,656,616,660,621,627,881,992
108,556,583,774,1000,1000,1000,1000,1000,117,676,711,206,443,444,796,997
109,839,884,896,1000,1000,1000,1000,1000,257,675,494,424,468,472,815,972
110,573,881,581,999,999,999,1000,1000,533,620,649,969,685,691,908,1000
111,793,879,902,928,999,999,1000,1000,551,635,676,987,494,577,561,988
112,45,625,45,1000,999,999,1000,1000,543,596,782,907,476,484,731,998
113,754,781,908,975,1000,1000,1000,1000,360,642,398,773,746,898,757,1000
114,844,848,978,1000,999,999,1000,1000,510,613,625,929,577,579,901,999
115,0,697,0,1000,999,999,1000,1000,332,706,488,534,616,623,863,992
116,44,637,44,997,1000,1000,1000,1000,470,596,728,780,649,654,905,999
117,847,865,938,1000,1000,1000,1000,1000,488,659,614,798,515,515,843,1000
118,755,779,905,1000,1000,1000,1000,1000,560,600,756,989,791,793,966,1000
119,571,571,966,1000,1000,1000,1000,1000,415,596,693,673,623,833,635,1000
120,0,689,0,1000,1000,1000,1000,1000,518,630,613,991,716,778,805,1000
121,600,642,762,996,1000,1000,1000,1000,553,612,710,967,649,706,811,933
122,548,577,777,1000,999,999,1000,1000,513,544,740,983,396,649,403,1000
123,836,876,897,1000,999,999,1000,1000,207,604,838,322,575,623,704,997
124,0,819,0,1000,998,998,1000,1000,491,655,708,746,421,676,432,954
125,0,823,0,1000,1000,1000,1000,1000,381,710,535,631,585,599,803,1000
126,0,812,0,1000,1000,1000,1000,1000,83,672,589,153,851,853,987,1000
127,45,699,45,1000,1000,1000,1000,1000,274,668,489,449,655,667,850,997
128,45,632,45,1000,999,999,1000,1000,560,623,705,960,586,807,597,1000
129,572,573,966,992,999,999,1000,1000,539,658,648,934,602,612,835,1000
130,740,741,980,1000,999,999,1000,1000,546,581,750,996,665,668,923,997
131,393,655,416,1000,999,999,1000,1000,193,613,819,304,697,710,878,992
132,552,579,775,991,1000,1000,1000,1000,487,612,623,849,552,778,557,1000
133,78,890,78,893,999,999,1000,1000,577,600,844,967,501,747,509,1000
134,799,878,902,939,1000,1000,1000,1000,577,685,720,917,497,745,506,1000
135,832,834,991,1000,999,999,1000,1000,270,611,837,410,517,570,640,994
136,540,547,896,1000,1000,1000,1000,1000,510,709,553,982,820,826,956,1000
137,390,653,413,1000,1000,1000,1000,1000,480,607,834,779,680,723,814,1000
138,0,816,0,1000,1000,1000,1000,1000,515,614,625,998,705,725,949,964
139,595,598,940,1000,1000,1000,1000,1000,501,589,625,980,455,464,717,998
140,492,805,508,1000,998,998,1000,1000,547,703,615,936,630,699,736,999
141,845,863,938,1000,1000,1000,1000,1000,378,650,398,970,689,714,925,950
142,764,787,910,1000,999,999,1000,1000,425,675,734,644,526,529,804,1000
143,0,664,0,936,1000,1000,1000,1000,461,641,646,714,720,750,836,1000
144,524,527,937,1000,1000,1000,1000,1000,445,661,492,837,766,794,867,1000
145,570,570,967,1000,999,999,1000,1000,406,618,750,630,645,719,746,990
146,0,897,0,966,999,999,1000,1000,384,649,649,585,765,791,863,999
147,0,805,0,895,999,999,1000,1000,396,673,416,971,761,790,859,1000
148,597,644,758,1000,1000,1000,1000,1000,559,593,831,952,766,767,964,1000
149,598,644,760,998,1000,1000,1000,1000,298,607,805,492,547,553,810,999
150,603,646,764,1000,999,999,1000,1000,121,681,736,215,348,606,349,1000
151,77,896,77,1000,999,999,1000,1000,562,660,673,976,544,552,809,987
152,394,664,416,1000,999,999,1000,1000,244,592,751,386,479,486,740,995
153,76,874,76,1000,1000,1000,1000,1000,528,645,613,977,792,796,962,1000
154,599,601,944,1000,1000,1000,1000,1000,235,678,414,395,523,599,615,1000
155,832,873,896,1000,999,999,1000,1000,486,599,625,861,551,559,811,998
156,607,630,836,1000,999,999,1000,1000,567,614,750,963,837,843,966,1000
157,523,524,934,1000,997,997,1000,1000,258,580,774,403,678,717,812,1000
158,369,610,396,1000,999,999,1000,1000,191,630,742,304,504,581,657,865
159,369,610,399,1000,999,999,1000,1000,535,621,770,884,673,674,928,1000
160,539,546,895,1000,998,998,1000,1000,545,644,700,888,839,839,993,1000
161,849,853,979,1000,1000,1000,1000,1000,544,675,688,828,705,743,827,1000
162,44,642,44,1000,999,999,1000,1000,534,584,773,908,567,568,893,1000
163,0,657,0,987,999,999,1000,1000,489,711,536,896,770,824,832,999
164,839,856,936,1000,998,998,1000,1000,213,601,832,357,730,733,953,999
165,766,790,909,1000,1000,1000,1000,1000,474,602,781,788,591,606,809,1000
166,0,698,0,1000,1000,1000,1000,1000,551,641,728,886,631,632,945,990
167,571,876,581,1000,999,999,1000,1000,543,600,731,924,581,601,871,950
168,78,879,78,943,1000,1000,1000,1000,559,585,809,959,471,556,539,999
169,594,637,761,1000,1000,1000,1000,1000,454,670,491,995,821,824,973,1000
170,826,872,893,1000,1000,1000,1000,1000,486,630,593,845,603,654,908,894
171,44,682,44,1000,1000,1000,1000,1000,447,676,649,667,317,577,320,952
172,0,827,0,828,998,998,1000,1000,504,617,597,958,572,586,793,1000
173,613,632,842,987,1000,1000,1000,1000,162,615,782,252,496,549,618,983
174,759,781,908,1000,1000,1000,1000,1000,484,599,833,800,739,897,749,1000
175,572,876,581,1000,999,999,1000,1000,103,699,532,189,832,838,965,1000
176,606,628,835,1000,1000,1000,1000,1000,546,661,648,952,661,663,954,996
177,726,792,834,1000,1000,1000,1000,1000,551,581,774,968,667,668,954,1000
178,734,795,841,1000,1000,1000,1000,1000,459,673,496,957,596,810,604,1000
179,580,580,967,1000,999,999,1000,1000,558,610,761,946,489,542,610,964
180,547,575,773,1000,998,998,1000,1000,419,689,440,970,734,895,743,998
181,598,643,761,1000,1000,1000,1000,1000,573,660,702,945,612,684,719,1000
182,0,696,0,999,999,999,1000,1000,299,597,694,480,702,703,941,1000
183,45,642,45,1000,999,999,1000,1000,572,665,685,996,817,820,977,1000
184,596,643,759,999,999,999,1000,1000,508,608,622,913,611,611,929,1000
185,767,788,907,1000,1000,1000,1000,1000,88,657,711,162,630,636,868,999
186,0,815,0,1000,999,999,1000,1000,369,690,442,683,838,843,962,1000
187,820,860,895,996,999,999,1000,1000,494,670,752,764,500,501,795,1000
188,769,793,911,1000,1000,1000,1000,1000,371,696,617,567,396,650,404,1000
189,850,854,978,1000,1000,1000,1000,1000,518,623,825,826,656,723,761,1000
190,538,545,900,1000,999,999,1000,1000,515,695,588,858,726,735,906,1000
191,529,589,707,950,999,999,1000,1000,310,598,782,472,723,887,734,1000
192,0,897,0,1000,1000,1000,1000,1000,533,639,751,842,808,835,901,1000
193,712,712,978,1000,1000,1000,1000,1000,558,624,703,958,831,831,991,999
194,0,903,0,942,999,999,1000,1000,539,641,651,964,536,550,746,1000
195,852,855,979,1000,999,999,1000,1000,386,607,785,607,608,686,702,995
196,368,613,395,1000,1000,1000,1000,1000,472,640,649,773,528,534,787,997
197,750,772,903,1000,998,998,1000,1000,336,593,798,508,856,860,987,1000
198,839,857,938,1000,999,999,1000,1000,435,717,562,722,622,630,865,999
199,0,893,0,997,1000,1000,1000,1000,532,650,652,898,590,637,944,897
200,595,598,940,1000,1000,1000,1000,1000,359,704,612,546,512,526,719,1000
201,542,546,903,1000,999,999,1000,1000,428,651,463,935,510,523,715,1000
202,827,846,990,980,999,999,1000,1000,586,684,686,988,586,590,857,1000
203,0,695,0,1000,999,999,1000,1000,307,624,741,510,502,509,754,988
204,0,694,0,1000,1000,1000,1000,1000,511,575,673,964,646,651,912,999
205,587,591,938,1000,1000,1000,1000,1000,518,621,737,829,709,709,966,1000
206,606,627,836,1000,998,998,1000,1000,510,631,612,906,873,887,949,1000
207,737,807,836,1000,1000,1000,1000,1000,452,567,756,732,436,436,792,1000
208,0,688,0,996,1000,1000,1000,1000,486,583,777,803,480,571,540,979
209,818,873,938,952,999,999,1000,1000,462,707,485,911,536,582,663,1000
210,757,778,908,1000,999,999,1000,1000,495,588,625,898,656,663,886,999
211,602,645,763,1000,999,999,1000,1000,399,629,438,889,549,672,680,873
212,0,906,0,1000,1000,1000,1000,1000,159,631,786,244,556,609,684,999
213,577,872,585,1000,1000,1000,1000,1000,452,603,809,683,338,588,339,999
214,823,863,895,1000,999,999,1000,1000,535,552,803,971,745,901,755,1000
215,843,849,977,996,999,999,1000,1000,399,675,417,941,730,733,942,1000
216,364,602,396,1000,1000,1000,1000,1000,208,628,740,350,728,731,953,1000
217,0,652,0,1000,999,999,1000,1000,415,631,748,657,815,838,910,1000
218,805,822,989,981,999,999,1000,1000,515,560,712,984,640,843,652,1000
219,55,812,55,1000,999,999,1000,1000,504,602,750,809,738,741,938,1000
220,849,853,978,1000,1000,1000,1000,1000,423,704,537,736,788,821,879,1000
221,841,846,977,1000,1000,1000,1000,1000,511,552,740,938,671,681,859,1000
222,0,652,0,1000,1000,1000,1000,1000,480,709,536,865,628,633,899,1000
223,595,642,761,1000,999,999,1000,1000,528,624,823,854,611,629,888,949
224,569,571,964,997,999,999,1000,1000,511,594,759,849,667,679,854,1000
225,43,635,43,997,1000,1000,1000,1000,540,580,755,954,849,887,913,981
226,822,868,891,1000,998,998,1000,1000,398,594,732,641,793,797,965,1000
227,0,891,0,998,1000,1000,1000,1000,223,612,808,348,609,625,815,1000
228,747,752,962,1000,997,997,1000,1000,414,654,729,634,761,761,979,1000
229,539,594,706,1000,999,999,1000,1000,438,603,801,699,863,877,945,993
230,589,592,938,1000,1000,1000,1000,1000,537,645,741,845,862,876,946,1000
231,0,660,0,998,1000,1000,1000,1000,537,614,770,872,827,836,959,999
232,862,866,980,1000,999,999,1000,1000,413,644,445,850,562,606,699,1000
233,764,784,905,1000,1000,1000,1000,1000,367,662,414,699,795,803,950,1000
234,838,845,976,995,999,999,1000,1000,432,633,592,690,784,830,973,935
235,0,694,0,1000,999,999,1000,1000,357,601,782,518,693,695,930,1000
236,593,595,940,1000,1000,1000,1000,1000,367,681,611,580,514,514,841,999
237,0,820,0,1000,1000,1000,1000,1000,496,687,544,974,639,846,651,1000
238,594,639,758,1000,999,999,1000,1000,411,628,749,663,840,840,993,1000
239,0,706,0,1000,999,999,1000,1000,511,556,729,929,857,863,969,1000
240,0,895,0,990,1000,1000,1000,1000,555,650,678,952,796,803,947,1000
241,528,530,938,1000,1000,1000,1000,1000,551,609,824,918,490,490,822,997
242,732,734,982,1000,1000,1000,1000,1000,410,641,445,954,529,532,855,974
243,593,595,938,1000,999,999,1000,1000,567,612,806,943,759,789,857,1000
244,843,845,988,1000,1000,1000,1000,1000,380,643,440,714,625,625,939,1000
245,536,542,898,1000,1000,1000,1000,1000,395,670,415,995,669,670,956,1000
246,552,579,777,1000,1000,1000,1000,1000,427,594,625,724,476,498,758,924
247,815,858,891,1000,999,999,1000,1000,580,628,750,983,867,870,985,1000
248,551,581,775,1000,1000,1000,1000,1000,288,697,533,483,628,698,726,998
249,0,825,0,1000,1000,1000,1000,1000,482,563,713,827,574,794,583,1000
250,600,621,836,1000,999,999,1000,1000,475,545,711,848,735,738,946,1000
251,573,880,583,1000,1000,1000,1000,1000,362,681,414,682,757,771,965,971
252,848,852,979,1000,1000,1000,1000,1000,81,671,733,152,528,531,860,993
253,555,583,776,1000,1000,1000,1000,1000,507,546,709,997,663,699,804,1000
254,548,579,778,978,999,999,1000,1000,418,681,439,916,479,727,490,955
255,724,725,981,1000,999,999,1000,1000,478,643,649,782,754,766,916,1000
256,855,860,979,1000,1000,1000,1000,1000,282,661,468,476,572,577,839,995
257,594,637,758,1000,1000,1000,1000,1000,541,599,798,895,764,768,955,1000
258,577,869,585,1000,1000,1000,1000,1000,292,676,751,446,528,607,616,1000
259,392,651,415,1000,999,999,1000,1000,466,581,623,840,852,864,938,1000
260,545,604,707,1000,1000,1000,1000,1000,539,595,758,910,582,603,834,957
261,43,649,43,1000,1000,1000,1000,1000,511,592,649,935,467,712,476,1000
262,574,575,960,1000,1000,1000,1000,1000,529,597,829,872,634,642,878,988
263,493,820,505,976,1000,1000,1000,1000,500,717,534,994,460,514,572,999
264,0,647,0,1000,999,999,1000,1000,379,618,443,751,629,647,830,991
265,571,869,580,1000,999,999,1000,1000,577,680,711,919,738,747,910,1000
266,548,577,772,1000,999,999,1000,1000,298,641,397,607,719,807,974,886
267,766,789,912,1000,999,999,1000,1000,539,573,758,993,404,530,579,759
268,607,630,838,1000,999,999,1000,1000,514,593,805,847,822,866,874,1000
269,43,684,43,883,1000,1000,1000,1000,484,660,749,759,688,688,963,1000
270,843,845,990,1000,1000,1000,1000,1000,425,651,466,862,690,734,819,987
271,533,588,707,1000,1000,1000,1000,1000,511,599,642,908,575,581,854,1000
272,45,681,45,1000,1000,1000,1000,1000,440,611,622,719,714,884,722,1000
273,863,867,980,1000,1000,1000,1000,1000,464,684,495,978,492,493,786,999
274,733,801,836,1000,999,999,1000,1000,395,678,413,980,607,626,818,1000
275,589,592,939,1000,999,999,1000,1000,537,560,775,977,506,506,835,1000
276,594,640,757,1000,1000,1000,1000,1000,573,602,781,997,857,872,939,997
277,535,540,902,1000,1000,1000,1000,1000,378,654,462,671,566,794,575,985
278,745,749,964,998,999,999,1000,1000,508,538,739,992,782,808,876,1000
279,399,661,417,1000,1000,1000,1000,1000,432,668,465,973,683,704,875,974
280,543,549,900,1000,999,999,1000,1000,420,695,441,977,554,557,828,1000
281,837,841,976,1000,1000,1000,1000,1000,506,621,595,984,765,771,979,982
282,532,587,704,1000,999,999,1000,1000,199,576,832,321,856,887,916,1000
283,78,893,78,836,999,999,1000,1000,502,582,758,838,601,676,702,1000
284,850,871,937,1000,1000,1000,1000,1000,555,668,650,989,551,558,827,1000
285,0,695,0,1000,1000,1000,1000,1000,499,581,624,976,547,593,801,906
286,46,676,46,1000,999,999,1000,1000,575,682,687,941,469,472,755,1000
287,826,828,989,1000,999,999,1000,1000,219,597,805,333,633,638,901,1000
288,78,882,78,994,998,998,1000,1000,528,647,611,993,838,838,993,1000
289,742,748,982,990,999,999,1000,1000,477,629,651,760,609,658,754,975
290,834,852,979,983,999,999,1000,1000,517,648,649,839,606,612,852,996
291,535,537,934,1000,999,999,1000,1000,407,595,693,675,537,557,817,952
292,820,827,989,993,1000,1000,1000,1000,542,576,756,984,555,791,560,1000
293,43,641,43,1000,1000,1000,1000,1000,451,584,692,764,677,858,687,999
294,569,570,960,1000,999,999,1000,1000,500,563,803,852,632,637,901,999
295,369,610,399,1000,1000,1000,1000,1000,470,606,749,754,701,701,964,1000
296,844,849,977,1000,999,999,1000,1000,543,604,780,920,778,785,941,1000
297,726,795,835,1000,1000,1000,1000,1000,471,544,774,799,660,672,854,1000
298,44,632,44,996,1000,1000,1000,1000,524,594,826,881,338,598,340,994
299,0,697,0,1000,1000,1000,1000,1000,518,616,714,857,414,438,782,916
300,78,882,78,999,1000,1000,1000,1000,196,665,751,311,608,655,744,1000
301,545,600,707,1000,999,999,1000,1000,335,604,781,522,509,514,765,992
302,747,751,965,1000,1000,1000,1000,1000,502,580,694,862,802,848,861,1000
303,571,873,581,999,1000,1000,1000,1000,449,604,843,732,705,707,946,1000
304,54,816,54,1000,1000,1000,1000,1000,400,609,827,639,473,559,540,999
305,524,525,934,997,1000,1000,1000,1000,398,605,801,633,757,758,962,1000
306,772,871,938,900,999,999,1000,1000,277,651,750,420,507,508,798,999
307,529,530,934,1000,999,999,1000,1000,497,575,692,877,805,814,952,995
308,741,742,978,1000,1000,1000,1000,1000,534,578,775,911,751,756,975,986
309,599,642,761,1000,1000,1000,1000,1000,235,599,781,387,754,904,765,1000
310,493,807,509,1000,1000,1000,1000,1000,542,654,645,934,772,799,870,1000
311,45,642,45,1000,1000,1000,1000,1000,414,581,771,632,675,698,866,972
312,572,572,971,1000,999,999,1000,1000,481,645,714,747,481,563,555,989
313,0,822,0,1000,999,999,1000,1000,547,598,732,940,573,656,666,977
314,534,588,707,1000,999,999,1000,1000,512,608,625,928,715,727,894,989
315,44,638,44,1000,999,999,1000,1000,531,603,694,937,616,689,714,999
316,731,798,836,1000,1000,1000,1000,1000,395,677,414,990,583,591,833,1000
317,724,817,985,886,1000,1000,1000,1000,435,608,783,687,857,859,989,1000
318,549,575,778,1000,1000,1000,1000,1000,502,537,740,954,622,834,631,998
