Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
108,0.102564103,1,0.243589744,0.076923077,0.038461538,0.961538462,0.038461538,0.037985,0.026802,0.018014,0.002841,3,4,1,3,0.115398,0.119092,0.085349,0.374617,550,593,940,912,974,974,1000,1000,164,588,805,234,654,798,817,841,perturbed
109,0.076923077,1,0.230769231,0.076923077,0.051282051,1,0.064102564,0.003259,0.065309,0.053378,0.053049,4,2,2,1,0.105968,0.110378,0.053945,0.42112,18,591,707,18,978,978,1000,1000,505,579,731,872,924,937,962,1000,perturbed
110,0.115384615,1,0.243589744,0.076923077,0.012820513,1,0.012820513,0.074009,0.010152,0.070613,0.002474,2,4,2,3,0.096196,0.095564,0.082612,0.427032,810,811,987,1000,977,977,1000,1000,505,579,838,838,929,941,972,997,perturbed
111,0.102564103,1,0.243589744,0.08974359,0.012820513,0.961538462,0.076923077,0.055012,0.03574,0.057954,0.030768,1,3,3,3,0.117161,0.108365,0.073622,0.407997,825,838,976,988,980,980,1000,1000,453,537,739,804,884,896,955,1000,perturbed
112,0.102564103,1,0.307692308,0.076923077,0.038461538,0.974358974,0.076923077,0.011264,0.007554,0.023408,0.019531,4,5,2,1,0.116862,0.085079,0.073457,0.369143,170,595,939,201,973,973,1000,1000,300,456,856,514,705,762,803,998,perturbed
113,0.076923077,1,0.294871795,0.141025641,0.051282051,0.987179487,0.051282051,0.047576,0.040364,0.028607,0.024213,3,2,1,1,0.068611,0.073139,0.081677,0.404427,524,582,704,981,978,978,1000,1000,317,466,862,540,828,828,994,1000,perturbed
114,0.141025641,1,0.269230769,0.115384615,0.064102564,1.025641026,0.025641026,0.03961,0.007936,0.010085,0.055124,2,3,3,2,0.108333,0.091516,0.083277,0.380233,404,404,953,997,977,977,1000,1000,0,534,864,2,755,759,953,1000,perturbed
115,0.128205128,1,0.307692308,0.102564103,0.064102564,0.987179487,0.051282051,0.035551,0.015153,0.015108,0.010227,2,4,1,1,0.120219,0.11202,0.014409,0.357595,440,443,905,994,974,974,1000,1000,157,512,881,233,637,658,841,974,perturbed
116,0.141025641,1,0.256410256,0.115384615,0.012820513,1.038461538,0.064102564,0.003837,0.00029,0.020159,0.024683,3,2,3,3,0.079536,0.096816,0.036859,0.369809,0,763,995,0,974,974,1000,1000,157,553,770,241,706,709,925,999,perturbed
117,0.115384615,1,0.256410256,0.064102564,0.051282051,1.025641026,0.038461538,0.026526,0.052648,0.048436,0.047947,4,2,4,1,0.085724,0.060733,0.082665,0.395943,409,522,934,695,978,978,1000,1000,333,471,814,628,728,892,738,1000,perturbed
118,0.153846154,1,0.282051282,0.102564103,0.025641026,1.025641026,0.038461538,0.003592,0.054135,0.041274,0.059448,2,5,1,2,0.133221,0.06146,0.084505,0.378132,21,666,995,24,977,977,1000,1000,382,451,869,705,765,772,929,1000,perturbed
119,0.076923077,1,0.230769231,0.064102564,0.064102564,1.038461538,0.051282051,0.03319,0.051767,0.036069,0.030875,3,3,1,1,0.063081,0.111451,0.055029,0.384073,440,511,664,908,979,979,1000,1000,430,573,771,664,653,848,666,1000,perturbed
120,0.141025641,1,0.230769231,0.141025641,0.025641026,1.038461538,0.064102564,0.041046,0.0164,0.005953,0.040692,2,4,4,2,0.094091,0.087074,0.032004,0.414082,659,665,992,985,973,973,1000,1000,14,557,731,31,876,876,994,1000,perturbed
121,0.115384615,1,0.256410256,0.128205128,0.025641026,1.038461538,0.076923077,0.069463,0.024449,0.046047,0.033993,2,4,3,2,0.128066,0.100494,0.071205,0.372001,727,728,979,1000,978,978,1000,1000,388,524,756,674,704,707,945,1000,perturbed
122,0.128205128,1,0.307692308,0.076923077,0.064102564,0.974358974,0.025641026,0.021988,0.005201,0.004365,0.041382,4,5,4,1,0.099822,0.105224,0.035156,0.374307,323,438,905,623,978,978,1000,1000,0,524,910,0,736,796,816,1000,perturbed
123,0.141025641,1,0.269230769,0.064102564,0.012820513,1.012820513,0.025641026,0.079698,0.045756,0.02383,0.05507,3,4,2,3,0.138324,0.116577,0.062689,0.404133,806,806,995,1000,974,974,1000,1000,67,570,870,125,765,908,774,1000,perturbed
124,0.153846154,1,0.307692308,0.064102564,0.025641026,1.025641026,0.076923077,0.004818,0.035333,0.02822,0.011301,3,3,3,1,0.078129,0.126328,0.041624,0.377245,27,620,995,27,974,974,1000,1000,273,479,860,439,610,825,620,993,perturbed
125,0.141025641,1,0.256410256,0.102564103,0.025641026,1.012820513,0.051282051,0.012118,0.02548,0.022306,0.02513,4,2,4,1,0.069498,0.096628,0.057342,0.36443,194,619,993,224,978,978,1000,1000,144,551,794,222,687,699,869,1000,perturbed
126,0.08974359,1,0.282051282,0.128205128,0.051282051,0.974358974,0.064102564,0.044961,0.044977,0.004966,0.060346,2,4,2,2,0.086053,0.082732,0.067272,0.417849,542,567,775,1000,977,977,1000,1000,46,499,821,77,900,900,993,1000,perturbed
127,0.128205128,1,0.230769231,0.064102564,0.064102564,1.012820513,0.076923077,0.042848,0.014545,0.02086,0.059764,1,2,3,2,0.080737,0.135443,0.045628,0.382332,443,444,906,998,979,979,1000,1000,183,544,740,284,640,839,652,1000,perturbed
128,0.076923077,1,0.230769231,0.128205128,0.025641026,1.012820513,0.038461538,0.021057,0.049758,0.068494,0.0142,1,4,2,1,0.121194,0.108064,0.085236,0.351613,580,791,835,762,973,973,1000,1000,560,600,781,927,585,590,864,995,perturbed
129,0.153846154,1,0.230769231,0.08974359,0.038461538,1.012820513,0.012820513,0.035722,0.06767,0.083384,0.05636,2,3,2,2,0.10213,0.126966,0.055943,0.398451,490,494,994,981,978,978,1000,1000,552,603,822,918,862,880,941,1000,perturbed
130,0.102564103,1,0.294871795,0.115384615,0.025641026,0.961538462,0.025641026,0.021428,0.041664,0.033547,0.002061,1,4,2,3,0.122972,0.105316,0.049183,0.399493,551,743,961,719,978,978,1000,1000,187,530,895,322,834,849,979,976,perturbed
131,0.141025641,1,0.282051282,0.064102564,0.051282051,1.038461538,0.025641026,0.027829,0.060892,0.029115,0.018546,2,4,2,3,0.139835,0.062999,0.040086,0.368222,451,469,980,929,974,974,1000,1000,141,446,886,267,557,786,562,984,perturbed
132,0.153846154,1,0.307692308,0.141025641,0.012820513,0.961538462,0.038461538,0.024663,0.025267,0.070556,0.050989,3,4,2,2,0.108267,0.102961,0.051457,0.426947,289,776,996,384,974,974,1000,1000,498,516,900,931,911,911,997,1000,perturbed
133,0.076923077,1,0.269230769,0.064102564,0.064102564,1,0.076923077,0.075219,0.052433,0.007671,0.032831,1,3,1,1,0.107967,0.128132,0.057053,0.364222,472,522,665,1000,978,978,1000,1000,97,510,784,153,528,774,533,999,perturbed
134,0.076923077,1,0.307692308,0.141025641,0.064102564,0.961538462,0.051282051,0.060611,0.043778,0.068425,0.012767,1,3,1,2,0.065913,0.129668,0.025806,0.404284,467,521,668,1000,977,977,1000,1000,492,511,881,933,827,828,992,999,perturbed
135,0.102564103,1,0.282051282,0.08974359,0.051282051,0.974358974,0.025641026,0.067247,0.001401,0.022708,0.059269,4,3,3,2,0.128878,0.085988,0.079816,0.392275,532,537,899,996,980,980,1000,1000,30,514,893,61,827,850,916,1000,perturbed
136,0.08974359,1,0.307692308,0.102564103,0.038461538,1.025641026,0.025641026,0.04091,0.000768,0.029552,0.054663,2,2,3,3,0.10087,0.129048,0.031428,0.401525,600,622,834,994,973,973,1000,1000,74,533,911,144,864,870,973,1000,perturbed
137,0.128205128,1,0.230769231,0.141025641,0.012820513,0.961538462,0.025641026,0.064594,0.03103,0.047688,0.021186,4,3,3,1,0.102624,0.111098,0.063942,0.4031,798,814,991,979,978,978,1000,1000,251,606,803,418,836,836,992,1000,perturbed
138,0.115384615,1,0.256410256,0.08974359,0.012820513,1.025641026,0.064102564,0.030085,0.048844,0.027624,0.029797,3,5,2,2,0.105593,0.11867,0.089003,0.364405,419,830,989,518,977,977,1000,1000,369,568,771,555,678,723,815,1000,perturbed
139,0.115384615,1,0.256410256,0.115384615,0.038461538,0.961538462,0.038461538,0.009815,0.007115,0.06438,0.04948,3,3,4,1,0.13956,0.122852,0.050393,0.385428,160,573,959,199,977,977,1000,1000,470,571,820,779,791,795,961,1000,perturbed
140,0.076923077,1,0.307692308,0.102564103,0.064102564,1.012820513,0.076923077,0.004141,0.066391,0.055644,0.033483,4,4,4,2,0.070708,0.127899,0.038418,0.415925,39,516,669,44,974,974,1000,1000,413,468,854,778,909,913,987,1000,perturbed
141,0.076923077,1,0.294871795,0.064102564,0.038461538,1.038461538,0.076923077,0.044768,0.057824,0.059224,0.045792,3,5,1,3,0.09261,0.073054,0.068246,0.363344,590,641,763,950,978,978,1000,1000,422,436,858,920,524,761,529,998,perturbed
142,0.141025641,1,0.307692308,0.076923077,0.064102564,0.961538462,0.012820513,0.011468,0.058876,0.022465,0.056249,2,2,4,1,0.107549,0.060388,0.080754,0.356874,276,412,954,544,978,978,1000,1000,13,412,906,36,635,702,739,1000,perturbed
143,0.08974359,1,0.307692308,0.141025641,0.064102564,0.961538462,0.025641026,0.081168,0.044123,0.030191,0.024493,1,1,1,2,0.110223,0.074028,0.031499,0.396969,480,501,730,1000,980,980,1000,1000,144,453,905,273,807,807,990,1000,perturbed
144,0.102564103,1,0.243589744,0.102564103,0.051282051,0.974358974,0.025641026,0.019352,0.024874,0.013166,0.041168,3,2,2,3,0.122828,0.077949,0.024455,0.426455,310,545,895,518,973,973,1000,1000,13,535,825,22,931,932,992,1000,perturbed
145,0.102564103,1,0.269230769,0.141025641,0.051282051,0.987179487,0.012820513,0.06194,0.053342,0.078888,0.01433,3,4,4,1,0.10547,0.099168,0.032624,0.400954,531,537,897,997,978,978,1000,1000,456,552,875,781,817,817,991,1000,perturbed
146,0.153846154,1,0.256410256,0.128205128,0.051282051,1.025641026,0.025641026,0.077812,0.025714,0.052808,0.016178,4,2,3,2,0.137056,0.098526,0.082415,0.425491,449,449,991,1000,977,977,1000,1000,295,556,842,512,924,924,996,1000,perturbed
147,0.128205128,1,0.243589744,0.102564103,0.012820513,0.961538462,0.064102564,0.007236,0.026386,0.036384,0.029492,1,3,2,1,0.139695,0.075287,0.075464,0.408717,6,813,991,12,975,975,1000,1000,419,524,757,704,890,895,979,1000,perturbed
148,0.153846154,1,0.269230769,0.128205128,0.038461538,1.038461538,0.025641026,0.074186,0.009749,0.076829,0.025855,2,3,3,1,0.083165,0.133891,0.053253,0.393446,484,484,993,1000,974,974,1000,1000,486,571,869,821,810,811,977,1000,perturbed
149,0.128205128,1,0.294871795,0.102564103,0.051282051,1.025641026,0.038461538,0.062296,0.002759,0.040122,0.029844,4,1,1,2,0.112328,0.081713,0.04254,0.358765,496,496,955,994,978,978,1000,1000,391,498,881,662,658,672,848,1000,perturbed
150,0.153846154,1,0.294871795,0.064102564,0.025641026,0.974358974,0.064102564,0.01034,0.061719,0.031819,0.046485,2,4,1,2,0.114685,0.135367,0.066329,0.386441,192,669,995,233,977,977,1000,1000,393,534,851,617,676,867,686,1000,perturbed
151,0.153846154,1,0.269230769,0.076923077,0.012820513,1.025641026,0.012820513,0.019291,0.041717,0.039676,0.052574,1,4,3,1,0.126294,0.071572,0.053037,0.417642,186,793,996,260,979,979,1000,1000,147,498,874,266,913,929,957,1000,perturbed
152,0.102564103,1,0.256410256,0.102564103,0.012820513,1.025641026,0.025641026,0.027907,0.057987,0.041915,0.005938,3,4,3,3,0.118354,0.104162,0.084372,0.375534,345,846,977,427,973,973,1000,1000,199,578,851,340,749,759,919,984,perturbed
153,0.08974359,1,0.282051282,0.076923077,0.038461538,1,0.038461538,0.074499,0.033088,0.041223,0.041559,2,2,1,3,0.070106,0.073571,0.058883,0.385335,596,617,834,1000,978,978,1000,1000,398,484,871,687,788,834,857,1000,perturbed
154,0.141025641,1,0.243589744,0.115384615,0.051282051,0.974358974,0.038461538,0.050301,0.028655,0.026302,0.056317,2,5,3,3,0.087396,0.057332,0.054102,0.389511,455,455,979,999,978,978,1000,1000,156,470,794,288,801,804,968,1000,perturbed
155,0.076923077,1,0.307692308,0.115384615,0.012820513,1,0.051282051,0.048876,0.045465,0.071485,0.035739,4,2,3,1,0.137869,0.06158,0.013011,0.40536,695,846,888,829,974,974,1000,1000,412,424,877,894,863,866,985,1000,perturbed
156,0.128205128,1,0.282051282,0.102564103,0.051282051,1,0.051282051,0.039998,0.037846,0.056008,0.040707,2,2,3,3,0.104828,0.134092,0.020368,0.40555,493,494,953,993,974,974,1000,1000,448,548,853,759,876,880,976,1000,perturbed
157,0.076923077,1,0.256410256,0.102564103,0.051282051,0.974358974,0.064102564,0.039921,0.055648,0.006961,0.035185,3,5,3,3,0.081083,0.069189,0.030697,0.392809,527,573,774,931,978,978,1000,1000,23,496,767,48,833,840,960,1000,perturbed
158,0.115384615,1,0.256410256,0.076923077,0.012820513,0.974358974,0.025641026,0.051964,0.019019,0.035561,0.041695,1,5,3,1,0.065438,0.072394,0.026824,0.359855,736,743,988,990,977,977,1000,1000,139,523,848,253,658,723,756,1000,perturbed
159,0.141025641,1,0.256410256,0.076923077,0.025641026,0.974358974,0.051282051,0.07695,0.05986,0.082041,0.032072,1,5,1,1,0.068257,0.108323,0.087481,0.388595,612,612,994,1000,980,980,1000,1000,535,554,793,982,808,852,868,1000,perturbed
160,0.076923077,1,0.294871795,0.128205128,0.012820513,0.987179487,0.038461538,0.028676,0.035804,0.031646,0.036548,1,4,2,1,0.120352,0.102779,0.064763,0.39572,534,850,888,666,973,973,1000,1000,340,536,883,522,817,819,979,1000,perturbed
161,0.141025641,1,0.256410256,0.115384615,0.051282051,0.987179487,0.064102564,0.061642,0.03363,0.031362,0.053969,3,2,3,2,0.091131,0.098584,0.073234,0.404947,463,463,978,998,978,978,1000,1000,284,544,769,454,862,865,985,1000,perturbed
162,0.153846154,1,0.282051282,0.102564103,0.012820513,1.025641026,0.038461538,0.025851,0.017339,0.063774,0.027203,3,3,4,1,0.127577,0.103659,0.043255,0.401172,330,786,996,427,977,977,1000,1000,456,536,874,788,866,870,973,1000,perturbed
163,0.08974359,1,0.243589744,0.115384615,0.051282051,1,0.076923077,0.075826,0.015319,0.064138,0.000358,3,2,4,1,0.096029,0.133151,0.074636,0.396409,549,579,775,1000,974,974,1000,1000,460,535,739,822,763,839,974,898,perturbed
164,0.08974359,1,0.282051282,0.064102564,0.051282051,0.987179487,0.012820513,0.052129,0.035375,0.060617,0.02647,2,2,3,3,0.100317,0.12205,0.039252,0.426905,545,571,773,1000,974,974,1000,1000,342,555,897,580,851,948,853,1000,perturbed
165,0.128205128,1,0.269230769,0.102564103,0.038461538,1.012820513,0.076923077,0.003544,0.039734,0.068102,0.045015,2,3,4,1,0.107979,0.063504,0.041699,0.390004,41,542,977,47,978,978,1000,1000,416,442,807,868,816,827,956,1000,perturbed
166,0.128205128,1,0.294871795,0.141025641,0.038461538,0.961538462,0.051282051,0.011311,0.048724,0.073228,0.010555,2,2,2,1,0.10112,0.107021,0.080304,0.37883,264,535,977,380,978,978,1000,1000,512,528,865,955,730,731,971,992,perturbed
167,0.128205128,1,0.269230769,0.08974359,0.038461538,1.012820513,0.025641026,0.021528,0.022773,0.079936,0.038874,1,3,2,1,0.07548,0.065066,0.013489,0.354225,472,528,978,807,979,979,1000,1000,458,466,863,960,618,661,764,1000,perturbed
168,0.128205128,1,0.256410256,0.141025641,0.051282051,1,0.051282051,0.034378,0.010871,0.008088,0.025426,3,3,1,3,0.136407,0.105969,0.063055,0.409523,475,501,953,891,973,973,1000,1000,61,554,789,95,866,866,993,1000,perturbed
169,0.153846154,1,0.269230769,0.102564103,0.038461538,0.961538462,0.064102564,0.060385,0.001134,0.079823,0.060409,4,3,3,2,0.100576,0.092861,0.067877,0.397279,494,494,993,997,978,978,1000,1000,506,531,806,930,851,856,969,1000,perturbed
170,0.076923077,1,0.294871795,0.08974359,0.025641026,0.974358974,0.025641026,0.044044,0.002885,0.0135,0.00389,4,4,1,2,0.136987,0.110476,0.069787,0.385786,672,789,835,870,978,978,1000,1000,7,547,895,18,793,822,894,988,perturbed
171,0.115384615,1,0.307692308,0.141025641,0.064102564,0.961538462,0.025641026,0.044731,0.00702,0.013017,0.001768,4,3,3,3,0.105728,0.101945,0.03179,0.400277,449,459,879,962,977,977,1000,1000,2,507,909,7,810,833,990,958,perturbed
172,0.115384615,1,0.256410256,0.064102564,0.038461538,0.961538462,0.076923077,0.001985,0.036836,0.009453,0.014525,1,5,4,1,0.111773,0.098111,0.077203,0.419461,15,562,959,18,974,974,1000,1000,57,519,754,95,828,940,830,999,perturbed
173,0.153846154,1,0.230769231,0.064102564,0.051282051,0.961538462,0.076923077,0.028275,0.054538,0.065874,0.058597,1,2,1,3,0.102954,0.092341,0.052848,0.413615,432,446,991,935,978,978,1000,1000,496,534,713,958,807,929,813,1000,perturbed
174,0.141025641,1,0.269230769,0.076923077,0.012820513,1.038461538,0.025641026,0.078666,0.043745,0.010495,0.012321,3,4,3,1,0.081791,0.104412,0.061417,0.426391,761,761,994,1000,977,977,1000,1000,0,564,867,3,931,940,972,1000,perturbed
175,0.076923077,1,0.294871795,0.064102564,0.012820513,0.987179487,0.038461538,0.046933,0.050914,0.011549,0.017943,2,4,1,1,0.118268,0.05712,0.0367,0.374542,803,856,897,972,979,979,1000,1000,62,420,878,108,596,817,605,1000,perturbed
176,0.102564103,1,0.282051282,0.128205128,0.038461538,1,0.012820513,0.073736,0.011913,0.031734,0.010483,2,3,2,2,0.13932,0.065967,0.064272,0.377701,586,590,936,1000,973,973,1000,1000,122,456,892,231,736,739,954,1000,perturbed
177,0.128205128,1,0.269230769,0.141025641,0.064102564,0.961538462,0.025641026,0.017395,0.060823,0.03039,0.008041,3,3,1,3,0.125274,0.084437,0.031123,0.419995,291,437,903,555,978,978,1000,1000,149,522,865,268,900,902,996,998,perturbed
178,0.153846154,1,0.307692308,0.08974359,0.025641026,1.038461538,0.051282051,0.044586,0.025142,0.073972,0.008541,4,4,3,2,0.065993,0.089827,0.033611,0.384443,587,593,995,972,977,977,1000,1000,465,490,882,894,786,815,889,992,perturbed
179,0.115384615,1,0.230769231,0.141025641,0.012820513,0.961538462,0.064102564,0.042941,0.056489,0.069598,0.046249,3,5,2,2,0.126643,0.104443,0.056418,0.408442,677,822,986,830,977,977,1000,1000,536,584,733,961,858,858,993,1000,perturbed
180,0.102564103,1,0.282051282,0.128205128,0.051282051,0.987179487,0.038461538,0.064726,0.006483,0.007497,0.012045,2,3,1,3,0.070396,0.082263,0.015878,0.420605,525,532,892,1000,974,974,1000,1000,19,512,872,41,910,913,993,995,perturbed
181,0.128205128,1,0.230769231,0.064102564,0.051282051,0.987179487,0.038461538,0.072963,0.001544,0.082395,0.005224,3,4,3,2,0.116262,0.117323,0.012324,0.361085,496,496,957,1000,978,978,1000,1000,553,607,786,914,505,750,515,959,perturbed
182,0.076923077,1,0.256410256,0.115384615,0.064102564,0.961538462,0.076923077,0.031862,0.065713,0.012851,0.047828,1,2,2,1,0.124555,0.05663,0.09127,0.383678,468,521,668,998,978,978,1000,1000,209,440,752,337,770,775,958,1000,perturbed
183,0.076923077,1,0.243589744,0.141025641,0.064102564,1.012820513,0.076923077,0.059294,0.012607,0.043294,0.028212,1,1,3,1,0.067761,0.129967,0.056828,0.424727,467,518,664,1000,979,979,1000,1000,366,530,738,640,904,904,997,1000,perturbed
184,0.128205128,1,0.256410256,0.08974359,0.038461538,0.961538462,0.051282051,0.035973,0.064105,0.053861,0.008956,1,4,1,3,0.086445,0.076037,0.047641,0.411394,536,540,976,983,974,974,1000,1000,477,522,791,867,878,907,962,966,perturbed
185,0.115384615,1,0.307692308,0.141025641,0.038461538,0.961538462,0.025641026,0.065349,0.031729,0.006416,0.020904,3,2,2,2,0.102265,0.12169,0.017116,0.37515,564,564,958,998,978,978,1000,1000,1,533,912,4,696,697,965,1000,perturbed
186,0.076923077,1,0.230769231,0.064102564,0.038461538,1.038461538,0.076923077,0.065815,0.066225,0.044717,0.034682,3,2,2,2,0.071074,0.121191,0.056619,0.377791,585,625,762,998,977,977,1000,1000,468,542,740,814,613,825,623,1000,perturbed
187,0.115384615,1,0.230769231,0.102564103,0.025641026,0.974358974,0.025641026,0.024065,0.058941,0.05442,0.030426,1,2,1,3,0.109212,0.134811,0.047368,0.37144,598,731,981,800,974,974,1000,1000,439,607,806,700,728,737,901,1000,perturbed
188,0.08974359,1,0.307692308,0.115384615,0.064102564,1.025641026,0.025641026,0.069784,0.03554,0.046935,0.050081,5,2,2,2,0.106818,0.061201,0.048436,0.389713,468,493,730,993,974,974,1000,1000,299,401,901,629,808,810,968,1000,perturbed
189,0.08974359,1,0.243589744,0.102564103,0.025641026,0.974358974,0.038461538,0.079862,0.051969,0.048788,0.03766,3,5,3,1,0.124879,0.100955,0.020751,0.386305,755,775,904,1000,978,978,1000,1000,382,576,798,616,794,802,951,1000,perturbed
190,0.115384615,1,0.243589744,0.141025641,0.064102564,0.987179487,0.025641026,0.022058,0.019178,0.038569,0.006268,1,2,2,1,0.138801,0.114777,0.091137,0.391715,438,457,881,940,977,977,1000,1000,274,589,827,432,782,783,984,996,perturbed
191,0.153846154,1,0.282051282,0.076923077,0.012820513,0.987179487,0.025641026,0.043422,0.056729,0.037738,0.032012,3,4,1,2,0.133787,0.076925,0.072813,0.396561,694,796,996,872,979,979,1000,1000,257,506,893,435,843,877,904,1000,perturbed
192,0.08974359,1,0.307692308,0.08974359,0.012820513,1.012820513,0.051282051,0.078009,0.036644,0.07869,0.001891,1,3,3,1,0.10252,0.071291,0.060511,0.365493,838,855,938,1000,973,973,1000,1000,447,456,883,924,677,728,815,963,perturbed
