Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
258,0.153846154,1,0.230769231,0.102564103,0.012820513,0.974358974,0.076923077,0.025065,0.014442,0.05876,0.021533,2,1,3,3,0.128471,0.093008,0.064547,0.394481,363,794,996,479,978,978,1000,1000,461,550,711,811,840,846,964,1000,perturbed
259,0.153846154,1,0.294871795,0.128205128,0.025641026,1,0.064102564,0.057289,0.042942,0.046716,0.018279,4,2,3,1,0.127695,0.05972,0.060892,0.3712,659,661,995,991,974,974,1000,1000,352,423,843,705,699,700,944,999,perturbed
260,0.128205128,1,0.307692308,0.115384615,0.051282051,1.038461538,0.012820513,0.070712,0.067031,0.056194,0.018732,4,3,3,1,0.089495,0.12488,0.089393,0.396503,498,498,953,1000,974,974,1000,1000,300,529,912,521,830,831,975,1000,perturbed
261,0.102564103,1,0.307692308,0.115384615,0.051282051,1.038461538,0.064102564,0.050178,0.024122,0.019736,0.00202,3,5,1,3,0.126809,0.134606,0.042732,0.358903,531,541,899,983,978,978,1000,1000,257,505,869,393,508,659,879,744,perturbed
262,0.102564103,1,0.282051282,0.115384615,0.051282051,0.987179487,0.025641026,0.057793,0.044513,0.051735,0.033288,1,3,4,3,0.130837,0.067126,0.079498,0.427524,528,534,894,1000,977,977,1000,1000,298,470,883,542,926,926,993,1000,perturbed
263,0.153846154,1,0.243589744,0.08974359,0.038461538,1.038461538,0.064102564,0.054562,0.065244,0.015713,0.003343,3,3,1,3,0.131363,0.070521,0.012185,0.369301,498,498,995,995,979,979,1000,1000,237,511,756,350,605,744,827,808,perturbed
264,0.076923077,1,0.243589744,0.128205128,0.064102564,0.974358974,0.076923077,0.017544,0.02424,0.073765,0.05886,1,4,4,1,0.135249,0.107415,0.079923,0.406642,457,517,664,931,973,973,1000,1000,481,533,735,886,856,856,993,1000,perturbed
265,0.115384615,1,0.243589744,0.076923077,0.012820513,0.961538462,0.076923077,0.045001,0.057402,0.009159,0.020831,1,4,3,1,0.136053,0.101362,0.061675,0.415352,778,826,987,944,978,978,1000,1000,59,542,739,101,907,923,955,1000,perturbed
266,0.076923077,1,0.307692308,0.102564103,0.038461538,0.961538462,0.076923077,0.028364,0.012888,0.054098,0.008638,3,2,4,1,0.125184,0.069495,0.0542,0.428269,450,629,756,700,978,978,1000,1000,378,423,853,773,932,936,993,994,perturbed
267,0.115384615,1,0.256410256,0.064102564,0.038461538,1.025641026,0.012820513,0.069721,0.049703,0.067925,0.046699,1,5,4,1,0.131124,0.10736,0.067418,0.381032,576,576,966,1000,974,974,1000,1000,390,574,857,656,632,836,642,1000,perturbed
268,0.153846154,1,0.294871795,0.128205128,0.038461538,0.987179487,0.038461538,0.056936,0.031485,0.062935,0.060504,2,2,1,3,0.068787,0.094013,0.012393,0.428228,473,473,992,999,974,974,1000,1000,494,519,879,887,925,925,996,1000,perturbed
269,0.115384615,1,0.294871795,0.102564103,0.038461538,1.012820513,0.038461538,0.018476,0.046243,0.028301,0.028344,3,3,3,2,0.129799,0.077724,0.039198,0.395052,349,567,958,516,978,978,1000,1000,207,484,881,330,840,848,965,1000,perturbed
270,0.141025641,1,0.307692308,0.076923077,0.064102564,0.974358974,0.038461538,0.05644,0.052502,0.08074,0.051678,4,5,2,2,0.111587,0.126463,0.028844,0.352795,412,413,954,991,977,977,1000,1000,519,533,900,963,615,696,707,1000,perturbed
271,0.076923077,1,0.294871795,0.08974359,0.038461538,0.974358974,0.064102564,0.032175,0.060455,0.02712,0.055349,4,3,2,1,0.097649,0.10953,0.088824,0.411267,471,634,761,715,980,980,1000,1000,346,512,846,549,895,906,961,1000,perturbed
272,0.102564103,1,0.269230769,0.128205128,0.038461538,1.012820513,0.038461538,0.066994,0.012001,0.030445,0.017696,3,3,4,1,0.07652,0.098427,0.076401,0.36993,582,586,936,1000,973,973,1000,1000,222,545,854,342,690,693,938,999,perturbed
273,0.102564103,1,0.282051282,0.102564103,0.038461538,0.987179487,0.038461538,0.013923,0.044842,0.074309,0.026277,1,3,2,3,0.119791,0.075861,0.050605,0.370387,321,587,939,494,978,978,1000,1000,481,493,872,957,710,723,896,999,perturbed
274,0.102564103,1,0.282051282,0.102564103,0.025641026,1.012820513,0.038461538,0.041556,0.01271,0.072075,0.024047,2,3,4,2,0.118837,0.133774,0.055245,0.387673,740,753,962,985,977,977,1000,1000,489,547,881,846,812,822,952,1000,perturbed
275,0.08974359,1,0.230769231,0.141025641,0.038461538,1,0.025641026,0.023456,0.017613,0.050909,0.034281,2,4,1,3,0.133383,0.08555,0.067913,0.389923,564,621,833,904,974,974,1000,1000,413,576,804,668,782,784,981,1000,perturbed
276,0.153846154,1,0.294871795,0.076923077,0.012820513,1.012820513,0.064102564,0.039283,0.052194,0.014348,0.002984,4,4,4,2,0.139508,0.097992,0.044852,0.385453,626,794,997,781,974,974,1000,1000,103,514,848,157,791,842,859,985,perturbed
277,0.128205128,1,0.307692308,0.076923077,0.064102564,1,0.025641026,0.054715,0.017959,0.043065,0.012648,1,2,2,2,0.085158,0.088988,0.019959,0.375447,441,441,904,1000,978,978,1000,1000,289,489,907,514,743,807,819,995,perturbed
278,0.128205128,1,0.256410256,0.102564103,0.025641026,0.987179487,0.064102564,0.071288,0.035544,0.064958,0.031618,3,3,2,3,0.137609,0.087616,0.066695,0.405323,700,700,988,1000,977,977,1000,1000,506,532,769,942,879,885,975,1000,perturbed
279,0.08974359,1,0.294871795,0.102564103,0.064102564,0.974358974,0.051282051,0.059038,0.009806,0.077502,0.00752,4,2,4,2,0.07559,0.086598,0.070546,0.416435,477,499,729,988,979,979,1000,1000,469,497,863,895,902,908,989,991,perturbed
280,0.128205128,1,0.269230769,0.128205128,0.051282051,1.025641026,0.051282051,0.021548,0.0577,0.079953,0.01898,3,3,4,2,0.118975,0.079138,0.039385,0.4067,369,500,953,638,973,973,1000,1000,474,496,816,910,865,866,990,1000,perturbed
281,0.128205128,1,0.269230769,0.08974359,0.064102564,1.025641026,0.076923077,0.07737,0.016297,0.056289,0.049871,2,5,2,2,0.132992,0.087447,0.061548,0.418511,437,438,903,1000,978,978,1000,1000,466,490,785,902,914,922,972,1000,perturbed
282,0.115384615,1,0.243589744,0.102564103,0.025641026,1.038461538,0.051282051,0.002412,0.023959,0.041103,0.023927,2,3,2,2,0.096622,0.091285,0.044372,0.426309,7,719,977,9,977,977,1000,1000,453,557,773,726,935,936,992,1000,perturbed
283,0.128205128,1,0.282051282,0.064102564,0.012820513,1.038461538,0.038461538,0.02108,0.061302,0.036214,0.034487,1,2,1,3,0.125663,0.074731,0.044384,0.363032,238,828,992,305,974,974,1000,1000,372,498,875,619,518,763,527,1000,perturbed
284,0.102564103,1,0.269230769,0.128205128,0.064102564,0.974358974,0.038461538,0.023662,0.042521,0.023644,0.02165,3,3,1,3,0.068709,0.067571,0.05181,0.368579,361,465,839,725,974,974,1000,1000,242,480,851,376,679,681,933,991,perturbed
285,0.128205128,1,0.294871795,0.115384615,0.051282051,0.974358974,0.064102564,0.002904,0.028164,0.056825,0.01503,1,3,3,1,0.09694,0.057188,0.01943,0.404222,42,491,954,52,978,978,1000,1000,377,410,841,816,860,866,983,999,perturbed
286,0.08974359,1,0.294871795,0.115384615,0.025641026,0.974358974,0.076923077,0.046269,0.067424,0.08302,0.002519,3,5,3,2,0.093691,0.085292,0.089083,0.369562,708,756,907,947,977,977,1000,1000,476,488,824,948,671,704,923,940,perturbed
287,0.08974359,1,0.282051282,0.128205128,0.012820513,0.987179487,0.038461538,0.014076,0.041203,0.006463,0.044679,3,5,2,2,0.108586,0.080481,0.064304,0.380521,24,850,937,34,979,979,1000,1000,13,511,872,27,751,753,960,1000,perturbed
288,0.141025641,1,0.230769231,0.064102564,0.038461538,1.038461538,0.076923077,0.028201,0.008388,0.06442,0.045413,4,2,2,3,0.091201,0.100647,0.070619,0.412986,453,501,990,780,973,973,1000,1000,502,549,712,948,808,929,813,1000,perturbed
289,0.102564103,1,0.269230769,0.128205128,0.064102564,0.961538462,0.051282051,0.047552,0.034424,0.027158,0.045301,3,4,2,3,0.071588,0.08626,0.079622,0.425141,454,463,835,990,978,978,1000,1000,326,517,818,506,914,914,995,1000,perturbed
290,0.153846154,1,0.307692308,0.076923077,0.012820513,1.012820513,0.038461538,0.026828,0.041027,0.013833,0.036101,2,2,2,3,0.074454,0.098275,0.021792,0.412303,406,717,996,565,977,977,1000,1000,72,512,898,119,906,923,951,1000,perturbed
291,0.153846154,1,0.269230769,0.102564103,0.064102564,1,0.012820513,0.037451,0.046872,0.025916,0.042411,2,2,3,1,0.117576,0.134397,0.015053,0.376424,411,412,970,995,974,974,1000,1000,26,569,881,54,759,768,921,1000,perturbed
292,0.08974359,1,0.230769231,0.141025641,0.038461538,1.012820513,0.025641026,0.055301,0.040046,0.035914,0.04582,1,4,1,1,0.138432,0.135105,0.060409,0.359904,609,633,837,1000,974,974,1000,1000,243,602,805,374,617,617,929,1000,perturbed
293,0.141025641,1,0.294871795,0.128205128,0.064102564,1.038461538,0.064102564,0.074919,0.00564,0.005304,0.050401,4,3,3,2,0.124685,0.076366,0.027863,0.387991,410,410,951,1000,978,978,1000,1000,9,474,843,26,784,786,971,1000,perturbed
294,0.076923077,1,0.256410256,0.128205128,0.064102564,0.974358974,0.038461538,0.059939,0.000445,0.045655,0.006242,1,4,2,1,0.076676,0.061701,0.085635,0.368721,467,520,668,1000,977,977,1000,1000,409,472,810,764,666,685,935,964,perturbed
295,0.08974359,1,0.243589744,0.08974359,0.051282051,1,0.064102564,0.048717,0.061867,0.060075,0.042611,2,4,3,1,0.11144,0.060831,0.030543,0.424639,546,574,776,1000,979,979,1000,1000,422,482,754,821,926,933,976,1000,perturbed
296,0.128205128,1,0.230769231,0.115384615,0.038461538,0.987179487,0.076923077,0.065542,0.000129,0.058815,0.050567,1,2,4,3,0.122183,0.11631,0.063492,0.373605,542,542,976,1000,973,973,1000,1000,447,554,708,775,725,729,939,1000,perturbed
297,0.102564103,1,0.294871795,0.115384615,0.025641026,0.961538462,0.064102564,0.080341,0.046944,0.081454,0.019386,4,3,4,3,0.137547,0.117978,0.047288,0.40482,734,737,959,1000,978,978,1000,1000,506,530,846,924,859,863,985,998,perturbed
298,0.153846154,1,0.243589744,0.102564103,0.038461538,1.025641026,0.076923077,0.001903,0.060246,0.081806,0.043045,4,5,1,3,0.065149,0.132326,0.027566,0.409437,19,463,992,19,977,977,1000,1000,505,535,739,989,885,890,980,1000,perturbed
299,0.141025641,1,0.256410256,0.076923077,0.038461538,0.987179487,0.038461538,0.038845,0.009581,0.075647,0.053714,2,2,3,2,0.101833,0.130197,0.043908,0.351548,501,504,992,985,974,974,1000,1000,522,581,825,874,601,674,702,1000,perturbed
300,0.128205128,1,0.269230769,0.141025641,0.012820513,0.987179487,0.076923077,0.062781,0.039807,0.017912,0.041069,5,3,1,2,0.125957,0.057043,0.040205,0.398736,795,812,991,977,974,974,1000,1000,257,431,786,430,816,816,990,1000,perturbed
301,0.115384615,1,0.243589744,0.076923077,0.051282051,1.012820513,0.064102564,0.072651,0.036888,0.051823,0.039247,4,1,1,1,0.078539,0.081223,0.03483,0.374109,519,521,934,1000,978,978,1000,1000,480,532,757,865,731,788,817,1000,perturbed
302,0.102564103,1,0.282051282,0.102564103,0.025641026,0.974358974,0.038461538,0.053678,0.038788,0.016279,0.005865,4,2,3,2,0.108126,0.095047,0.063352,0.40783,724,736,960,977,977,977,1000,1000,64,533,874,100,885,893,979,995,perturbed
303,0.141025641,1,0.243589744,0.141025641,0.051282051,0.974358974,0.025641026,0.0369,0.037514,0.054928,0.019052,3,4,4,2,0.128434,0.073392,0.030934,0.400998,440,454,979,936,980,980,1000,1000,312,528,823,554,827,827,992,1000,perturbed
304,0.128205128,1,0.243589744,0.102564103,0.038461538,1,0.064102564,0.076279,0.032655,0.0214,0.007294,2,4,4,3,0.09727,0.115988,0.015379,0.398232,540,540,976,1000,973,973,1000,1000,156,563,756,242,814,853,968,952,perturbed
305,0.128205128,1,0.243589744,0.064102564,0.038461538,0.987179487,0.038461538,0.008379,0.023122,0.062316,0.014868,1,3,1,2,0.103892,0.093314,0.05045,0.352749,170,538,980,223,978,978,1000,1000,524,563,806,892,456,704,466,994,perturbed
306,0.115384615,1,0.307692308,0.128205128,0.051282051,1,0.025641026,0.033557,0.022102,0.054478,0.009699,2,2,4,2,0.106038,0.104258,0.036436,0.399594,516,527,933,979,977,977,1000,1000,323,513,911,564,835,838,983,1000,perturbed
307,0.141025641,1,0.256410256,0.076923077,0.025641026,0.974358974,0.025641026,0.048908,0.034675,0.026071,0.042155,2,3,2,2,0.08791,0.10965,0.06643,0.358266,660,662,995,996,975,975,1000,1000,99,577,849,168,643,712,746,1000,perturbed
308,0.08974359,1,0.230769231,0.128205128,0.012820513,1.012820513,0.025641026,0.078417,0.020189,0.051994,0.054888,1,4,2,1,0.117481,0.131346,0.02062,0.390564,834,851,935,1000,974,974,1000,1000,422,606,804,674,794,795,973,1000,perturbed
309,0.102564103,1,0.243589744,0.08974359,0.025641026,1.012820513,0.051282051,0.003029,0.056153,0.008638,0.04951,4,3,3,3,0.123091,0.062835,0.085566,0.425217,13,584,937,13,978,978,1000,1000,34,486,757,73,930,937,977,1000,perturbed
310,0.153846154,1,0.294871795,0.08974359,0.051282051,0.987179487,0.025641026,0.013231,0.032186,0.045764,0.050784,2,1,1,2,0.135902,0.11249,0.055559,0.421485,316,460,991,532,977,977,1000,1000,326,541,895,559,925,932,974,1000,perturbed
311,0.115384615,1,0.269230769,0.08974359,0.051282051,0.987179487,0.076923077,0.064052,0.014101,0.072464,0.001037,1,4,4,1,0.068001,0.063872,0.074065,0.354487,514,515,937,1000,979,979,1000,1000,429,446,784,894,557,661,766,851,perturbed
312,0.128205128,1,0.294871795,0.128205128,0.012820513,1.012820513,0.012820513,0.046739,0.027316,0.015197,0.01214,2,1,2,2,0.075112,0.061871,0.074723,0.37942,744,773,991,964,973,973,1000,1000,7,440,896,17,753,755,958,1000,perturbed
313,0.076923077,1,0.269230769,0.115384615,0.038461538,1,0.025641026,0.041641,0.058688,0.076384,0.014093,2,1,3,1,0.14223,0.072146,0.067058,0.362694,597,640,758,999,978,978,1000,1000,445,493,887,839,658,666,896,998,perturbed
314,0.08974359,1,0.282051282,0.064102564,0.025641026,1.038461538,0.064102564,0.040146,0.060156,0.035632,0.042695,2,2,4,2,0.119015,0.072943,0.014468,0.408823,742,767,908,982,977,977,1000,1000,307,480,827,531,789,923,797,1000,perturbed
315,0.076923077,1,0.307692308,0.115384615,0.025641026,0.961538462,0.038461538,0.022854,0.056309,0.063013,0.058848,2,5,2,3,0.076901,0.07648,0.076498,0.405715,601,743,834,832,977,977,1000,1000,446,464,895,898,863,865,987,1000,perturbed
316,0.128205128,1,0.269230769,0.115384615,0.038461538,1.012820513,0.076923077,0.005144,0.051448,0.064519,0.006911,4,3,1,2,0.121306,0.123077,0.033726,0.385678,50,537,977,52,974,974,1000,1000,488,510,788,946,787,796,964,980,perturbed
317,0.153846154,1,0.230769231,0.076923077,0.038461538,0.961538462,0.038461538,0.077868,0.029128,0.058499,0.025589,2,4,2,1,0.082084,0.11509,0.031245,0.387321,486,486,995,1000,979,979,1000,1000,529,591,783,864,795,840,864,1000,perturbed
318,0.102564103,1,0.282051282,0.064102564,0.012820513,0.961538462,0.076923077,0.025971,0.019805,0.033266,0.055599,2,5,1,3,0.121427,0.079902,0.044539,0.372915,412,848,978,506,978,978,1000,1000,393,485,815,676,585,808,595,1000,perturbed
319,0.102564103,1,0.230769231,0.08974359,0.025641026,1,0.064102564,0.037297,0.056878,0.081619,0.036342,1,1,4,2,0.075287,0.070627,0.059521,0.408317,688,700,962,976,979,979,1000,1000,493,528,729,928,890,903,955,1000,perturbed
320,0.128205128,1,0.307692308,0.064102564,0.038461538,0.987179487,0.025641026,0.034639,0.002554,0.015607,0.040368,3,1,3,2,0.100787,0.099674,0.018774,0.389638,513,540,978,890,973,973,1000,1000,4,516,911,14,687,873,697,1000,perturbed
321,0.128205128,1,0.243589744,0.141025641,0.038461538,1.012820513,0.076923077,0.078272,0.055412,0.065702,0.022087,2,4,3,1,0.105539,0.122872,0.057835,0.394955,537,537,977,1000,978,978,1000,1000,477,538,737,861,803,803,988,1000,perturbed
322,0.115384615,1,0.294871795,0.128205128,0.012820513,1,0.012820513,0.038517,0.041589,0.052884,0.019675,4,3,3,1,0.097308,0.09274,0.021602,0.41463,593,813,986,727,977,977,1000,1000,277,531,905,471,884,884,993,1000,perturbed
323,0.128205128,1,0.307692308,0.141025641,0.038461538,1.038461538,0.038461538,0.067682,0.064495,0.017301,0.014811,2,1,3,1,0.064244,0.100111,0.062177,0.376156,506,506,975,1000,974,974,1000,1000,74,503,900,119,712,712,966,998,perturbed
324,0.153846154,1,0.282051282,0.141025641,0.051282051,0.987179487,0.076923077,0.071339,0.008573,0.019921,0.030023,1,4,4,1,0.11245,0.102066,0.082109,0.38205,456,456,991,1000,974,974,1000,1000,179,497,808,274,740,740,973,1000,perturbed
325,0.076923077,1,0.243589744,0.128205128,0.064102564,0.961538462,0.038461538,0.044259,0.066495,0.043866,0.009393,2,3,2,2,0.120992,0.111599,0.057263,0.418273,464,512,665,1000,979,979,1000,1000,451,578,797,716,899,901,993,998,perturbed
326,0.128205128,1,0.282051282,0.141025641,0.064102564,1.038461538,0.038461538,0.061819,0.027604,0.013074,0.009045,4,2,2,3,0.082622,0.06928,0.044193,0.35564,432,434,903,996,977,977,1000,1000,74,465,879,120,571,600,913,926,perturbed
327,0.115384615,1,0.294871795,0.128205128,0.038461538,0.974358974,0.012820513,0.002289,0.020911,0.070837,0.002413,5,5,2,1,0.072054,0.132232,0.076073,0.360414,16,556,961,16,980,980,1000,1000,465,549,905,815,630,638,903,983,perturbed
328,0.115384615,1,0.256410256,0.115384615,0.025641026,1.025641026,0.064102564,0.010406,0.054484,0.038655,0.035489,1,3,2,2,0.09932,0.058543,0.030177,0.383518,167,715,979,213,973,973,1000,1000,384,445,754,767,774,779,958,1000,perturbed
329,0.08974359,1,0.269230769,0.102564103,0.038461538,1,0.012820513,0.062859,0.002394,0.008368,0.030754,1,1,4,1,0.13904,0.112125,0.033246,0.359239,610,633,835,1000,978,978,1000,1000,0,565,880,0,651,662,847,1000,perturbed
330,0.128205128,1,0.256410256,0.102564103,0.012820513,1.025641026,0.076923077,0.004646,0.02773,0.029037,0.040323,1,2,3,1,0.081856,0.083914,0.062373,0.392096,1,778,991,4,977,977,1000,1000,266,513,756,444,829,834,961,1000,perturbed
331,0.08974359,1,0.307692308,0.141025641,0.012820513,0.961538462,0.051282051,0.024504,0.02698,0.047127,0.013198,2,5,4,2,0.115669,0.125503,0.042021,0.390251,387,838,936,493,975,975,1000,1000,383,514,881,655,776,778,981,1000,perturbed
332,0.076923077,1,0.256410256,0.08974359,0.025641026,0.987179487,0.051282051,0.022102,0.062174,0.075631,0.03612,3,3,1,3,0.072541,0.114022,0.055437,0.352429,330,754,837,451,974,974,1000,1000,547,573,793,964,612,650,755,999,perturbed
333,0.076923077,1,0.243589744,0.08974359,0.064102564,0.961538462,0.025641026,0.051237,0.002173,0.066805,0.048507,4,2,1,1,0.069287,0.058154,0.020902,0.401655,457,507,665,970,979,979,1000,1000,443,472,811,899,867,880,947,1000,perturbed
334,0.128205128,1,0.230769231,0.08974359,0.038461538,0.974358974,0.051282051,0.06417,0.01661,0.053083,0.011713,1,2,1,2,0.089045,0.108592,0.086697,0.408238,532,532,977,1000,977,977,1000,1000,518,585,756,862,886,900,956,998,perturbed
335,0.141025641,1,0.230769231,0.128205128,0.012820513,1,0.038461538,0.019814,0.035222,0.038846,0.01705,2,4,3,3,0.110634,0.1139,0.076591,0.424368,198,797,993,274,979,979,1000,1000,307,608,781,479,911,911,996,1000,perturbed
336,0.153846154,1,0.256410256,0.102564103,0.038461538,0.974358974,0.025641026,0.016472,0.055217,0.062606,0.055251,4,5,4,3,0.123647,0.086054,0.086454,0.429609,339,487,992,492,973,973,1000,1000,379,548,846,660,935,935,993,1000,perturbed
337,0.128205128,1,0.243589744,0.128205128,0.051282051,1.038461538,0.076923077,0.068805,0.022473,0.083176,0.056676,4,1,3,2,0.101889,0.060984,0.024818,0.362282,505,505,953,998,978,978,1000,1000,453,469,737,948,646,651,908,1000,perturbed
338,0.076923077,1,0.307692308,0.076923077,0.051282051,1.012820513,0.064102564,0.046486,0.049634,0.033868,0.028849,3,1,4,1,0.084328,0.090704,0.078579,0.380749,526,586,706,968,977,977,1000,1000,307,482,867,500,766,818,839,999,perturbed
339,0.153846154,1,0.243589744,0.102564103,0.051282051,1.012820513,0.025641026,0.007688,0.007842,0.033093,0.008702,2,5,3,2,0.097854,0.132067,0.04497,0.41565,193,461,991,262,974,974,1000,1000,95,590,832,189,906,909,988,1000,perturbed
340,0.153846154,1,0.282051282,0.076923077,0.038461538,1.025641026,0.051282051,0.034048,0.011145,0.083715,0.011155,3,3,4,2,0.128257,0.111752,0.076967,0.411988,479,494,993,919,974,974,1000,1000,521,546,854,924,899,915,950,998,perturbed
341,0.102564103,1,0.269230769,0.115384615,0.025641026,1.025641026,0.025641026,0.020876,0.063309,0.041007,0.006097,2,4,1,2,0.127884,0.119893,0.039693,0.418858,519,736,959,694,978,978,1000,1000,286,561,867,471,908,908,993,1000,perturbed
342,0.128205128,1,0.243589744,0.141025641,0.038461538,0.987179487,0.038461538,0.0472,0.004975,0.044867,0.011755,3,3,4,3,0.133149,0.105845,0.032824,0.397671,529,532,976,979,977,977,1000,1000,346,579,801,545,804,805,990,996,perturbed
343,0.08974359,1,0.243589744,0.102564103,0.064102564,1.025641026,0.076923077,0.071691,0.013052,0.048462,0.057781,2,3,3,1,0.096318,0.116746,0.068801,0.355551,482,504,730,1000,979,979,1000,1000,402,536,739,700,637,653,832,1000,perturbed
344,0.102564103,1,0.294871795,0.141025641,0.012820513,0.961538462,0.064102564,0.041782,0.061532,0.008246,0.03459,4,2,3,1,0.095832,0.077469,0.080636,0.368431,648,830,976,782,974,974,1000,1000,36,480,847,69,660,661,953,1000,perturbed
345,0.153846154,1,0.243589744,0.141025641,0.025641026,0.974358974,0.012820513,0.043047,0.01001,0.049949,0.034919,2,2,4,1,0.101578,0.082896,0.020253,0.35498,661,662,995,992,978,978,1000,1000,231,550,837,392,591,595,908,1000,perturbed
346,0.115384615,1,0.256410256,0.102564103,0.064102564,1.038461538,0.051282051,0.074361,0.035186,0.066147,0.029125,5,1,4,3,0.118192,0.09442,0.08792,0.350466,456,459,880,1000,977,977,1000,1000,471,543,795,817,603,620,815,988,perturbed
347,0.153846154,1,0.294871795,0.076923077,0.064102564,1.038461538,0.038461538,0.050468,0.030534,0.048965,0.04089,1,2,1,2,0.072646,0.109264,0.071456,0.419138,309,309,952,1000,974,974,1000,1000,446,522,883,770,915,930,959,1000,perturbed
348,0.102564103,1,0.307692308,0.128205128,0.025641026,1,0.012820513,0.024186,0.046561,0.004713,0.042493,3,1,3,2,0.072766,0.094597,0.039354,0.392883,443,687,962,610,974,974,1000,1000,0,515,912,0,805,806,975,1000,perturbed
349,0.115384615,1,0.256410256,0.076923077,0.012820513,0.961538462,0.076923077,0.054479,0.046453,0.034071,0.015468,2,2,1,2,0.136157,0.074755,0.061017,0.404024,810,824,988,986,978,978,1000,1000,398,501,759,693,885,911,930,1000,perturbed
350,0.076923077,1,0.282051282,0.102564103,0.051282051,0.974358974,0.025641026,0.027184,0.028505,0.020423,0.045983,2,3,2,3,0.064508,0.065152,0.025353,0.356001,530,588,705,976,977,977,1000,1000,51,456,884,98,639,654,834,1000,perturbed
351,0.102564103,1,0.243589744,0.115384615,0.064102564,0.961538462,0.064102564,0.046016,0.037165,0.021427,0.000645,2,2,2,3,0.075052,0.075184,0.040661,0.4094,468,471,840,1000,980,980,1000,1000,297,519,755,457,711,890,989,796,perturbed
352,0.102564103,1,0.294871795,0.115384615,0.064102564,0.987179487,0.064102564,0.052959,0.044177,0.035105,0.0405,4,4,4,1,0.105685,0.128577,0.031597,0.420358,454,459,837,981,973,973,1000,1000,313,509,841,511,914,914,993,1000,perturbed
353,0.141025641,1,0.294871795,0.064102564,0.051282051,1,0.051282051,0.052678,0.0584,0.0475,0.055545,1,5,1,2,0.135342,0.135618,0.070356,0.362962,465,465,981,999,978,978,1000,1000,452,525,867,786,519,764,525,1000,perturbed
354,0.141025641,1,0.282051282,0.115384615,0.051282051,1.038461538,0.064102564,0.022349,0.026861,0.031568,0.031544,4,5,3,3,0.126658,0.058412,0.069605,0.38253,379,459,979,640,977,977,1000,1000,267,429,822,495,768,773,954,1000,perturbed
355,0.128205128,1,0.256410256,0.076923077,0.038461538,0.974358974,0.064102564,0.053832,0.045943,0.044373,0.053662,1,5,1,1,0.09939,0.134721,0.024149,0.403063,538,539,977,998,974,974,1000,1000,464,546,802,782,874,899,927,1000,perturbed
356,0.102564103,1,0.307692308,0.115384615,0.051282051,0.961538462,0.064102564,0.046849,0.015664,0.055544,0.00838,4,4,2,1,0.08001,0.068704,0.011637,0.420727,516,536,892,957,974,974,1000,1000,418,432,864,895,915,916,993,996,perturbed
357,0.128205128,1,0.230769231,0.102564103,0.064102564,1.025641026,0.038461538,0.06315,0.059567,0.031171,0.050342,2,4,1,2,0.095122,0.118467,0.034375,0.382254,445,445,902,1000,978,978,1000,1000,350,594,780,512,782,790,942,1000,perturbed
358,0.141025641,1,0.294871795,0.076923077,0.064102564,1.038461538,0.076923077,0.033651,0.00821,0.021151,0.038111,1,2,3,3,0.109445,0.11338,0.054298,0.367014,408,412,954,985,977,977,1000,1000,197,490,824,312,700,763,794,997,perturbed
359,0.128205128,1,0.282051282,0.128205128,0.038461538,1,0.064102564,0.078142,0.062782,0.039202,0.048886,4,4,3,1,0.104437,0.084186,0.048785,0.373743,542,542,976,1000,979,979,1000,1000,346,502,831,595,716,718,949,1000,perturbed
360,0.128205128,1,0.282051282,0.076923077,0.051282051,0.987179487,0.025641026,0.003798,0.028229,0.008731,0.032243,1,2,2,3,0.074819,0.089951,0.045306,0.357421,59,497,958,73,973,973,1000,1000,1,514,897,5,636,704,743,998,perturbed
361,0.141025641,1,0.256410256,0.076923077,0.038461538,1.038461538,0.051282051,0.059142,0.062062,0.083779,0.032693,1,4,2,2,0.080318,0.056305,0.02596,0.426741,494,494,990,1000,978,978,1000,1000,442,448,789,988,931,941,971,1000,perturbed
362,0.153846154,1,0.243589744,0.076923077,0.064102564,1.025641026,0.025641026,0.055528,0.011227,0.039948,0.043709,2,5,2,1,0.140813,0.126427,0.026723,0.407577,392,392,970,1000,977,977,1000,1000,294,592,831,459,897,919,941,1000,perturbed
363,0.141025641,1,0.294871795,0.115384615,0.051282051,0.987179487,0.064102564,0.037578,0.005907,0.079447,0.005372,4,3,3,2,0.077365,0.120949,0.059135,0.395552,449,462,978,921,974,974,1000,1000,489,507,846,928,823,836,974,977,perturbed
364,0.08974359,1,0.256410256,0.128205128,0.064102564,0.987179487,0.051282051,0.001793,0.035624,0.067107,0.026724,2,3,2,2,0.064876,0.110146,0.01803,0.417099,119,488,730,207,974,974,1000,1000,532,566,789,940,895,895,993,1000,perturbed
365,0.08974359,1,0.269230769,0.141025641,0.012820513,1.012820513,0.064102564,0.021874,0.06062,0.060669,0.047631,4,1,3,3,0.121666,0.064505,0.03573,0.398811,135,849,934,161,978,978,1000,1000,422,465,802,838,815,815,990,1000,perturbed
