Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
223,0.076923077,1,0.230769231,0.128205128,0.038461538,0.076923077,0.012820513,0.108919,0.128485,0.091012,0.002894,2,4,4,3,0.118414,0.147429,0.05403,0.357164,595,642,761,1000,999,999,1000,1000,528,624,823,854,611,629,888,949,perturbed
224,0.102564103,1,0.230769231,0.102564103,0.038461538,0.076923077,0.051282051,0.060948,0.083027,0.069409,0.033124,3,2,3,2,0.09292,0.150267,0.069254,0.360621,569,571,964,997,999,999,1000,1000,511,594,759,849,667,679,854,1000,perturbed
225,0.051282051,1,0.230769231,0.076923077,0.051282051,0.08974359,0.064102564,0.059153,0.076686,0.08724,0.019822,3,2,3,3,0.107545,0.146793,0.035218,0.400118,43,635,43,997,1000,1000,1000,1000,540,580,755,954,849,887,913,981,perturbed
226,0.076923077,1,0.230769231,0.115384615,0.012820513,0.115384615,0.064102564,0.110525,0.115685,0.044676,0.029163,1,1,3,2,0.148044,0.139757,0.02108,0.387808,822,868,891,1000,998,998,1000,1000,398,594,732,641,793,797,965,1000,perturbed
227,0.038461538,1,0.230769231,0.102564103,0.012820513,0.038461538,0.025641026,0.100829,0.123891,0.034524,0.029819,5,1,2,1,0.095826,0.110296,0.073489,0.351105,0,891,0,998,1000,1000,1000,1000,223,612,808,348,609,625,815,1000,perturbed
228,0.102564103,1,0.192307692,0.141025641,0.025641026,0.08974359,0.012820513,0.112338,0.088989,0.070002,0.010956,2,1,5,2,0.136852,0.089197,0.031581,0.38628,747,752,962,1000,997,997,1000,1000,414,654,729,634,761,761,979,1000,perturbed
229,0.076923077,1,0.230769231,0.08974359,0.051282051,0.076923077,0.025641026,0.112726,0.080155,0.054388,0.004538,2,2,2,1,0.108515,0.140995,0.058334,0.399829,539,594,706,1000,999,999,1000,1000,438,603,801,699,863,877,945,993,perturbed
230,0.102564103,1,0.205128205,0.08974359,0.038461538,0.038461538,0.025641026,0.090392,0.086239,0.08873,0.052802,2,2,5,2,0.129186,0.109924,0.098257,0.400465,589,592,938,1000,1000,1000,1000,1000,537,645,741,845,862,876,946,1000,perturbed
231,0.038461538,1,0.217948718,0.102564103,0.051282051,0.064102564,0.025641026,0.068175,0.067613,0.068924,0.01511,3,2,2,1,0.139337,0.119703,0.02378,0.392881,0,660,0,998,1000,1000,1000,1000,537,614,770,872,827,836,959,999,perturbed
232,0.102564103,1,0.179487179,0.08974359,0.012820513,0.115384615,0.076923077,0.115701,0.05177,0.073499,0.056504,4,1,5,3,0.108961,0.10505,0.095394,0.343309,862,866,980,1000,999,999,1000,1000,413,644,445,850,562,606,699,1000,perturbed
233,0.08974359,1,0.166666667,0.102564103,0.025641026,0.051282051,0.064102564,0.110666,0.107812,0.058349,0.041561,4,1,5,3,0.125842,0.103534,0.043406,0.385571,764,784,905,1000,1000,1000,1000,1000,367,662,414,699,795,803,950,1000,perturbed
234,0.102564103,1,0.192307692,0.115384615,0.012820513,0.064102564,0.076923077,0.058939,0.085718,0.032076,0.00124,1,2,2,3,0.158595,0.142904,0.076488,0.394483,838,845,976,995,999,999,1000,1000,432,633,592,690,784,830,973,935,perturbed
235,0.038461538,1,0.230769231,0.128205128,0.038461538,0.051282051,0.038461538,0.088438,0.063299,0.031146,0.046361,1,3,2,3,0.158976,0.127375,0.030459,0.368332,0,694,0,1000,999,999,1000,1000,357,601,782,518,693,695,930,1000,perturbed
236,0.102564103,1,0.179487179,0.141025641,0.038461538,0.051282051,0.012820513,0.124567,0.090256,0.04898,0.02807,5,2,1,2,0.109825,0.110181,0.069875,0.339569,593,595,940,1000,1000,1000,1000,1000,367,681,611,580,514,514,841,999,perturbed
237,0.038461538,1,0.179487179,0.064102564,0.025641026,0.038461538,0.038461538,0.124361,0.066271,0.082693,0.058847,1,2,2,2,0.138728,0.132995,0.074817,0.383504,0,820,0,1000,1000,1000,1000,1000,496,687,544,974,639,846,651,1000,perturbed
238,0.076923077,1,0.205128205,0.141025641,0.038461538,0.102564103,0.012820513,0.068811,0.092849,0.067167,0.035925,2,3,3,2,0.158011,0.144871,0.054453,0.405005,594,639,758,1000,999,999,1000,1000,411,628,749,663,840,840,993,1000,perturbed
239,0.038461538,1,0.230769231,0.102564103,0.038461538,0.076923077,0.064102564,0.099573,0.092952,0.079063,0.046274,3,2,3,1,0.109425,0.084553,0.096902,0.398801,0,706,0,1000,999,999,1000,1000,511,556,729,929,857,863,969,1000,perturbed
240,0.038461538,1,0.205128205,0.102564103,0.012820513,0.051282051,0.051282051,0.048523,0.054878,0.087028,0.033773,2,4,3,3,0.150147,0.10234,0.069527,0.385875,0,895,0,990,1000,1000,1000,1000,555,650,678,952,796,803,947,1000,perturbed
241,0.115384615,1,0.230769231,0.141025641,0.051282051,0.038461538,0.012820513,0.092287,0.055278,0.099548,0.015765,3,2,3,2,0.140245,0.124271,0.049326,0.335113,528,530,938,1000,1000,1000,1000,1000,551,609,824,918,490,490,822,997,perturbed
242,0.115384615,1,0.166666667,0.141025641,0.025641026,0.064102564,0.076923077,0.101931,0.109077,0.090913,0.011916,3,3,4,2,0.08939,0.148797,0.024505,0.342253,732,734,982,1000,1000,1000,1000,1000,410,641,445,954,529,532,855,974,perturbed
243,0.102564103,1,0.230769231,0.08974359,0.038461538,0.08974359,0.025641026,0.053841,0.108162,0.105344,0.018503,2,2,4,2,0.125975,0.157969,0.064223,0.376984,593,595,938,1000,999,999,1000,1000,567,612,806,943,759,789,857,1000,perturbed
244,0.115384615,1,0.179487179,0.141025641,0.012820513,0.038461538,0.076923077,0.083221,0.058075,0.031995,0.027183,2,2,2,1,0.149997,0.136078,0.091008,0.361667,843,845,988,1000,1000,1000,1000,1000,380,643,440,714,625,625,939,1000,perturbed
245,0.102564103,1,0.166666667,0.141025641,0.051282051,0.038461538,0.064102564,0.089562,0.108909,0.110138,0.037247,2,3,3,3,0.134698,0.157731,0.077543,0.370459,536,542,898,1000,1000,1000,1000,1000,395,670,415,995,669,670,956,1000,perturbed
246,0.08974359,1,0.205128205,0.115384615,0.051282051,0.064102564,0.076923077,0.113821,0.08952,0.050969,0.00885,3,1,3,2,0.150663,0.091227,0.088127,0.332101,552,579,777,1000,1000,1000,1000,1000,427,594,625,724,476,498,758,924,perturbed
247,0.076923077,1,0.217948718,0.115384615,0.012820513,0.08974359,0.038461538,0.086736,0.097457,0.106715,0.050412,1,1,3,1,0.101257,0.146297,0.055619,0.404062,815,858,891,1000,999,999,1000,1000,580,628,750,983,867,870,985,1000,perturbed
248,0.08974359,1,0.166666667,0.076923077,0.051282051,0.038461538,0.025641026,0.124458,0.067231,0.053379,0.030542,3,4,3,3,0.140023,0.099197,0.060332,0.355641,551,581,775,1000,1000,1000,1000,1000,288,697,533,483,628,698,726,998,perturbed
249,0.038461538,1,0.230769231,0.064102564,0.025641026,0.064102564,0.076923077,0.053329,0.116666,0.069715,0.037531,1,1,5,2,0.158166,0.156265,0.052636,0.371022,0,825,0,1000,1000,1000,1000,1000,482,563,713,827,574,794,583,1000,perturbed
250,0.08974359,1,0.230769231,0.115384615,0.038461538,0.115384615,0.076923077,0.113299,0.0756,0.047838,0.026428,1,2,2,1,0.136945,0.150478,0.079774,0.376019,600,621,836,1000,999,999,1000,1000,475,545,711,848,735,738,946,1000,perturbed
251,0.064102564,1,0.166666667,0.128205128,0.012820513,0.038461538,0.064102564,0.103832,0.072193,0.056599,0.002346,5,3,5,1,0.157115,0.156254,0.048792,0.384126,573,880,583,1000,1000,1000,1000,1000,362,681,414,682,757,771,965,971,perturbed
252,0.102564103,1,0.192307692,0.141025641,0.012820513,0.076923077,0.012820513,0.070604,0.087767,0.035293,0.006435,2,3,3,1,0.120228,0.104753,0.085482,0.342967,848,852,979,1000,1000,1000,1000,1000,81,671,733,152,528,531,860,993,perturbed
253,0.08974359,1,0.230769231,0.08974359,0.051282051,0.076923077,0.076923077,0.109553,0.071691,0.102079,0.036374,3,3,2,2,0.085556,0.100091,0.037051,0.361432,555,583,776,1000,1000,1000,1000,1000,507,546,709,997,663,699,804,1000,perturbed
254,0.08974359,1,0.166666667,0.064102564,0.051282051,0.115384615,0.051282051,0.048273,0.075023,0.090448,0.006672,3,3,5,2,0.094249,0.105116,0.026529,0.358027,548,579,778,978,999,999,1000,1000,418,681,439,916,479,727,490,955,perturbed
255,0.115384615,1,0.192307692,0.102564103,0.025641026,0.08974359,0.051282051,0.063067,0.103085,0.060091,0.01887,1,2,3,2,0.090081,0.094112,0.039906,0.375797,724,725,981,1000,999,999,1000,1000,478,643,649,782,754,766,916,1000,perturbed
256,0.102564103,1,0.179487179,0.128205128,0.012820513,0.064102564,0.064102564,0.088094,0.099054,0.034795,0.015064,5,2,3,1,0.149644,0.150783,0.021276,0.346413,855,860,979,1000,1000,1000,1000,1000,282,661,468,476,572,577,839,995,perturbed
257,0.076923077,1,0.243589744,0.115384615,0.038461538,0.038461538,0.038461538,0.078636,0.078166,0.083372,0.042398,1,2,4,1,0.153952,0.140372,0.050905,0.382446,594,637,758,1000,1000,1000,1000,1000,541,599,798,895,764,768,955,1000,perturbed
258,0.064102564,1,0.205128205,0.076923077,0.012820513,0.038461538,0.012820513,0.115389,0.09596,0.054751,0.060075,4,1,3,1,0.088959,0.143256,0.07316,0.339053,577,869,585,1000,1000,1000,1000,1000,292,676,751,446,528,607,616,1000,perturbed
259,0.064102564,1,0.205128205,0.08974359,0.038461538,0.064102564,0.076923077,0.108188,0.10348,0.062652,0.053725,3,4,3,1,0.086151,0.099596,0.094783,0.397944,392,651,415,1000,999,999,1000,1000,466,581,623,840,852,864,938,1000,perturbed
260,0.076923077,1,0.230769231,0.115384615,0.051282051,0.038461538,0.051282051,0.061923,0.108002,0.061608,0.017598,2,3,2,3,0.132703,0.129668,0.096394,0.348688,545,604,707,1000,1000,1000,1000,1000,539,595,758,910,582,603,834,957,perturbed
261,0.051282051,1,0.205128205,0.064102564,0.051282051,0.051282051,0.064102564,0.051527,0.07916,0.082395,0.050578,2,1,3,2,0.148698,0.087218,0.083853,0.355447,43,649,43,1000,1000,1000,1000,1000,511,592,649,935,467,712,476,1000,perturbed
262,0.115384615,1,0.243589744,0.115384615,0.038461538,0.064102564,0.025641026,0.085526,0.057984,0.069974,0.007754,1,1,2,2,0.11719,0.155137,0.078972,0.35884,574,575,960,1000,1000,1000,1000,1000,529,597,829,872,634,642,878,988,perturbed
263,0.064102564,1,0.166666667,0.08974359,0.025641026,0.051282051,0.025641026,0.05592,0.119877,0.103088,0.026184,3,2,2,2,0.145418,0.11416,0.09152,0.326964,493,820,505,976,1000,1000,1000,1000,500,717,534,994,460,514,572,999,perturbed
264,0.038461538,1,0.179487179,0.102564103,0.051282051,0.102564103,0.076923077,0.094699,0.052903,0.061941,0.021794,4,3,5,2,0.104787,0.092531,0.036561,0.355883,0,647,0,1000,999,999,1000,1000,379,618,443,751,629,647,830,991,perturbed
265,0.064102564,1,0.192307692,0.102564103,0.012820513,0.115384615,0.025641026,0.101848,0.063791,0.101049,0.044906,4,3,4,2,0.096879,0.141302,0.074336,0.373682,571,869,580,1000,999,999,1000,1000,577,680,711,919,738,747,910,1000,perturbed
266,0.08974359,1,0.166666667,0.128205128,0.051282051,0.064102564,0.076923077,0.125913,0.120918,0.041248,0.000149,5,1,3,2,0.118979,0.146804,0.048592,0.391722,548,577,772,1000,999,999,1000,1000,298,641,397,607,719,807,974,886,perturbed
267,0.08974359,1,0.243589744,0.08974359,0.025641026,0.076923077,0.064102564,0.099052,0.102923,0.087943,0.006178,2,3,1,3,0.123945,0.136662,0.082915,0.327656,766,789,912,1000,999,999,1000,1000,539,573,758,993,404,530,579,759,perturbed
268,0.08974359,1,0.243589744,0.076923077,0.038461538,0.051282051,0.038461538,0.121015,0.095111,0.075537,0.033818,2,3,4,3,0.103654,0.150789,0.04629,0.389461,607,630,838,1000,999,999,1000,1000,514,593,805,847,822,866,874,1000,perturbed
269,0.051282051,1,0.205128205,0.141025641,0.038461538,0.064102564,0.012820513,0.049289,0.096348,0.080073,0.025414,4,3,4,1,0.113479,0.147031,0.060026,0.373841,43,684,43,883,1000,1000,1000,1000,484,660,749,759,688,688,963,1000,perturbed
270,0.115384615,1,0.179487179,0.08974359,0.012820513,0.064102564,0.064102564,0.087276,0.089439,0.067026,0.017378,3,2,3,3,0.152022,0.114118,0.030806,0.367626,843,845,990,1000,1000,1000,1000,1000,425,651,466,862,690,734,819,987,perturbed
271,0.076923077,1,0.205128205,0.128205128,0.051282051,0.051282051,0.064102564,0.097555,0.087237,0.080368,0.043618,4,1,4,1,0.118722,0.097572,0.036403,0.349085,533,588,707,1000,1000,1000,1000,1000,511,599,642,908,575,581,854,1000,perturbed
272,0.051282051,1,0.205128205,0.064102564,0.038461538,0.064102564,0.076923077,0.060303,0.095627,0.058263,0.038604,2,3,5,1,0.087003,0.134243,0.051166,0.393545,45,681,45,1000,1000,1000,1000,1000,440,611,622,719,714,884,722,1000,perturbed
273,0.102564103,1,0.179487179,0.128205128,0.012820513,0.064102564,0.051282051,0.107624,0.063369,0.107737,0.041227,2,1,4,3,0.119927,0.112633,0.062737,0.332391,863,867,980,1000,1000,1000,1000,1000,464,684,495,978,492,493,786,999,perturbed
274,0.076923077,1,0.166666667,0.102564103,0.025641026,0.08974359,0.064102564,0.118383,0.104585,0.071636,0.049792,3,2,1,2,0.107782,0.133777,0.055656,0.351517,733,801,836,1000,999,999,1000,1000,395,678,413,980,607,626,818,1000,perturbed
275,0.102564103,1,0.243589744,0.141025641,0.038461538,0.064102564,0.051282051,0.121992,0.103545,0.103629,0.047085,2,3,4,1,0.087616,0.090038,0.08523,0.338086,589,592,939,1000,999,999,1000,1000,537,560,775,977,506,506,835,1000,perturbed
276,0.076923077,1,0.230769231,0.08974359,0.038461538,0.064102564,0.038461538,0.108691,0.114984,0.107442,0.009743,5,3,2,2,0.099653,0.154634,0.088333,0.398047,594,640,757,1000,1000,1000,1000,1000,573,602,781,997,857,872,939,997,perturbed
277,0.102564103,1,0.179487179,0.064102564,0.051282051,0.051282051,0.064102564,0.097214,0.073477,0.031319,0.012188,5,1,2,2,0.134761,0.133642,0.044794,0.369526,535,540,902,1000,1000,1000,1000,1000,378,654,462,671,566,794,575,985,perturbed
278,0.102564103,1,0.243589744,0.08974359,0.025641026,0.102564103,0.076923077,0.070335,0.127335,0.085307,0.033877,4,1,2,2,0.162532,0.126541,0.098088,0.382282,745,749,964,998,999,999,1000,1000,508,538,739,992,782,808,876,1000,perturbed
279,0.064102564,1,0.179487179,0.102564103,0.038461538,0.038461538,0.064102564,0.091879,0.128119,0.101129,0.009963,3,2,4,1,0.092092,0.14109,0.063733,0.365746,399,661,417,1000,1000,1000,1000,1000,432,668,465,973,683,704,875,974,perturbed
280,0.08974359,1,0.166666667,0.128205128,0.051282051,0.076923077,0.051282051,0.097702,0.070857,0.10704,0.037871,3,2,4,1,0.102013,0.14532,0.058733,0.343465,543,549,900,1000,999,999,1000,1000,420,695,441,977,554,557,828,1000,perturbed
281,0.102564103,1,0.192307692,0.141025641,0.012820513,0.038461538,0.076923077,0.079362,0.124816,0.103412,0.009587,1,3,4,3,0.139658,0.087043,0.040035,0.386967,837,841,976,1000,1000,1000,1000,1000,506,621,595,984,765,771,979,982,perturbed
282,0.076923077,1,0.243589744,0.076923077,0.051282051,0.08974359,0.025641026,0.089632,0.122789,0.032958,0.035488,3,3,2,3,0.126246,0.099975,0.064612,0.399702,532,587,704,1000,999,999,1000,1000,199,576,832,321,856,887,916,1000,perturbed
283,0.051282051,1,0.243589744,0.076923077,0.012820513,0.102564103,0.064102564,0.054987,0.051494,0.063998,0.046656,4,3,3,2,0.130089,0.146716,0.083583,0.352171,78,893,78,836,999,999,1000,1000,502,582,758,838,601,676,702,1000,perturbed
284,0.08974359,1,0.192307692,0.128205128,0.012820513,0.064102564,0.051282051,0.10828,0.07062,0.086694,0.052073,4,2,2,2,0.126506,0.129857,0.065966,0.342891,850,871,937,1000,1000,1000,1000,1000,555,668,650,989,551,558,827,1000,perturbed
285,0.038461538,1,0.205128205,0.102564103,0.038461538,0.064102564,0.076923077,0.081222,0.088213,0.074311,0.006132,2,1,2,2,0.111123,0.108048,0.062586,0.346192,0,695,0,1000,1000,1000,1000,1000,499,581,624,976,547,593,801,906,perturbed
286,0.051282051,1,0.192307692,0.128205128,0.038461538,0.115384615,0.038461538,0.052438,0.113837,0.096815,0.051417,2,2,4,2,0.128937,0.156827,0.052786,0.328508,46,676,46,1000,999,999,1000,1000,575,682,687,941,469,472,755,1000,perturbed
287,0.115384615,1,0.243589744,0.128205128,0.012820513,0.102564103,0.038461538,0.103539,0.074884,0.031099,0.056915,1,1,4,1,0.088038,0.127582,0.068514,0.359859,826,828,989,1000,999,999,1000,1000,219,597,805,333,633,638,901,1000,perturbed
288,0.051282051,1,0.192307692,0.141025641,0.012820513,0.08974359,0.064102564,0.052137,0.12821,0.093433,0.029543,1,4,2,2,0.105275,0.116308,0.087816,0.405171,78,882,78,994,998,998,1000,1000,528,647,611,993,838,838,993,1000,perturbed
289,0.115384615,1,0.205128205,0.08974359,0.025641026,0.115384615,0.064102564,0.065051,0.072042,0.062884,0.010336,4,4,5,2,0.156804,0.086231,0.076372,0.352265,742,748,982,990,999,999,1000,1000,477,629,651,760,609,658,754,975,perturbed
290,0.102564103,1,0.192307692,0.115384615,0.012820513,0.102564103,0.051282051,0.05394,0.120412,0.049297,0.023326,1,1,2,3,0.114452,0.090324,0.058163,0.35278,834,852,979,983,999,999,1000,1000,517,648,649,839,606,612,852,996,perturbed
291,0.115384615,1,0.217948718,0.128205128,0.051282051,0.051282051,0.064102564,0.082346,0.064251,0.0481,0.009135,3,3,3,2,0.135312,0.10564,0.027213,0.340893,535,537,934,1000,999,999,1000,1000,407,595,693,675,537,557,817,952,perturbed
292,0.115384615,1,0.243589744,0.064102564,0.012820513,0.064102564,0.064102564,0.073553,0.118818,0.10089,0.038775,4,1,3,2,0.096058,0.113078,0.080095,0.368162,820,827,989,993,1000,1000,1000,1000,542,576,756,984,555,791,560,1000,perturbed
293,0.051282051,1,0.217948718,0.064102564,0.051282051,0.051282051,0.064102564,0.067396,0.119202,0.059312,0.023565,2,2,4,2,0.131779,0.093473,0.066326,0.387136,43,641,43,1000,1000,1000,1000,1000,451,584,692,764,677,858,687,999,perturbed
294,0.115384615,1,0.230769231,0.128205128,0.038461538,0.115384615,0.038461538,0.119311,0.09658,0.074219,0.021087,3,2,4,1,0.14912,0.088523,0.088029,0.360045,569,570,960,1000,999,999,1000,1000,500,563,803,852,632,637,901,999,perturbed
295,0.064102564,1,0.217948718,0.141025641,0.051282051,0.038461538,0.038461538,0.120083,0.084415,0.067099,0.054896,4,3,5,3,0.087396,0.101406,0.041753,0.374456,369,610,399,1000,1000,1000,1000,1000,470,606,749,754,701,701,964,1000,perturbed
296,0.102564103,1,0.217948718,0.102564103,0.012820513,0.08974359,0.012820513,0.097791,0.098283,0.097193,0.045517,4,2,3,3,0.124436,0.089623,0.09717,0.381553,844,849,977,1000,999,999,1000,1000,543,604,780,920,778,785,941,1000,perturbed
297,0.076923077,1,0.243589744,0.102564103,0.025641026,0.08974359,0.051282051,0.060644,0.07508,0.046848,0.048773,1,2,2,2,0.121082,0.082602,0.081597,0.360302,726,795,835,1000,1000,1000,1000,1000,471,544,774,799,660,672,854,1000,perturbed
298,0.051282051,1,0.230769231,0.064102564,0.051282051,0.038461538,0.012820513,0.059598,0.065837,0.091908,0.036899,3,3,3,3,0.104631,0.100724,0.071093,0.332242,44,632,44,996,1000,1000,1000,1000,524,594,826,881,338,598,340,994,perturbed
299,0.038461538,1,0.217948718,0.141025641,0.038461538,0.038461538,0.051282051,0.087036,0.100939,0.074626,0.008075,3,2,4,2,0.130518,0.144423,0.088557,0.325773,0,697,0,1000,1000,1000,1000,1000,518,616,714,857,414,438,782,916,perturbed
300,0.051282051,1,0.205128205,0.08974359,0.012820513,0.038461538,0.012820513,0.087634,0.098992,0.04711,0.024759,3,2,4,1,0.088451,0.126207,0.048384,0.350943,78,882,78,999,1000,1000,1000,1000,196,665,751,311,608,655,744,1000,perturbed
301,0.076923077,1,0.230769231,0.102564103,0.051282051,0.115384615,0.038461538,0.094787,0.054009,0.042421,0.021478,2,3,3,2,0.145776,0.148571,0.067804,0.333637,545,600,707,1000,999,999,1000,1000,335,604,781,522,509,514,765,992,perturbed
302,0.102564103,1,0.217948718,0.076923077,0.025641026,0.051282051,0.064102564,0.093246,0.055869,0.04962,0.054106,4,1,2,3,0.162099,0.091122,0.024157,0.386329,747,751,965,1000,1000,1000,1000,1000,502,580,694,862,802,848,861,1000,perturbed
303,0.064102564,1,0.243589744,0.128205128,0.012820513,0.038461538,0.012820513,0.089452,0.11697,0.073364,0.016407,3,2,3,1,0.132599,0.120934,0.032675,0.372662,571,873,581,999,1000,1000,1000,1000,449,604,843,732,705,707,946,1000,perturbed
304,0.051282051,1,0.230769231,0.076923077,0.025641026,0.102564103,0.012820513,0.080632,0.075687,0.070347,0.031036,1,1,5,2,0.117626,0.11801,0.093288,0.330158,54,816,54,1000,1000,1000,1000,1000,400,609,827,639,473,559,540,999,perturbed
305,0.115384615,1,0.230769231,0.128205128,0.051282051,0.038461538,0.025641026,0.066964,0.097237,0.065157,0.025459,4,1,5,3,0.089438,0.124078,0.01975,0.381841,524,525,934,997,1000,1000,1000,1000,398,605,801,633,757,758,962,1000,perturbed
306,0.08974359,1,0.205128205,0.128205128,0.012820513,0.115384615,0.012820513,0.054054,0.054706,0.056223,0.023361,4,2,5,2,0.143716,0.095982,0.080488,0.334608,772,871,938,900,999,999,1000,1000,277,651,750,420,507,508,798,999,perturbed
307,0.115384615,1,0.217948718,0.102564103,0.051282051,0.064102564,0.064102564,0.087446,0.103797,0.069064,0.012779,3,3,3,1,0.130352,0.085482,0.033863,0.387037,529,530,934,1000,999,999,1000,1000,497,575,692,877,805,814,952,995,perturbed
308,0.115384615,1,0.243589744,0.141025641,0.025641026,0.064102564,0.051282051,0.081291,0.113893,0.082022,0.012341,2,1,4,3,0.142877,0.114704,0.03231,0.384543,741,742,978,1000,1000,1000,1000,1000,534,578,775,911,751,756,975,986,perturbed
309,0.076923077,1,0.217948718,0.064102564,0.038461538,0.064102564,0.012820513,0.079614,0.072731,0.053244,0.019963,4,1,5,2,0.133415,0.098697,0.072884,0.401541,599,642,761,1000,1000,1000,1000,1000,235,599,781,387,754,904,765,1000,perturbed
310,0.064102564,1,0.192307692,0.08974359,0.025641026,0.038461538,0.051282051,0.101638,0.055517,0.095097,0.044292,2,3,5,1,0.161208,0.122137,0.096787,0.380186,493,807,509,1000,1000,1000,1000,1000,542,654,645,934,772,799,870,1000,perturbed
311,0.051282051,1,0.243589744,0.102564103,0.051282051,0.064102564,0.051282051,0.097086,0.099993,0.034405,0.010194,2,1,1,1,0.139364,0.158601,0.051068,0.3632,45,642,45,1000,1000,1000,1000,1000,414,581,771,632,675,698,866,972,perturbed
312,0.115384615,1,0.192307692,0.076923077,0.038461538,0.076923077,0.025641026,0.111736,0.083556,0.055676,0.029409,1,1,2,3,0.099191,0.088185,0.070275,0.331303,572,572,971,1000,999,999,1000,1000,481,645,714,747,481,563,555,989,perturbed
313,0.038461538,1,0.230769231,0.076923077,0.025641026,0.102564103,0.064102564,0.096412,0.067146,0.090208,0.014263,2,2,4,2,0.128148,0.118445,0.095795,0.347227,0,822,0,1000,999,999,1000,1000,547,598,732,940,573,656,666,977,perturbed
314,0.076923077,1,0.205128205,0.102564103,0.051282051,0.102564103,0.076923077,0.062621,0.123137,0.08928,0.015298,1,1,5,2,0.096186,0.157024,0.02763,0.369266,534,588,707,1000,999,999,1000,1000,512,608,625,928,715,727,894,989,perturbed
315,0.051282051,1,0.217948718,0.076923077,0.051282051,0.051282051,0.064102564,0.08827,0.051655,0.062228,0.036673,2,2,2,1,0.099863,0.157772,0.092788,0.35439,44,638,44,1000,999,999,1000,1000,531,603,694,937,616,689,714,999,perturbed
316,0.076923077,1,0.166666667,0.115384615,0.025641026,0.038461538,0.064102564,0.064734,0.122346,0.082462,0.041668,2,3,2,2,0.15925,0.143195,0.056795,0.348467,731,798,836,1000,1000,1000,1000,1000,395,677,414,990,583,591,833,1000,perturbed
317,0.115384615,1,0.230769231,0.128205128,0.012820513,0.038461538,0.038461538,0.049805,0.054214,0.054488,0.047969,5,1,3,2,0.100741,0.130696,0.072713,0.40432,724,817,985,886,1000,1000,1000,1000,435,608,783,687,857,859,989,1000,perturbed
318,0.08974359,1,0.243589744,0.064102564,0.051282051,0.064102564,0.076923077,0.089192,0.112002,0.067453,0.034305,2,1,2,3,0.146729,0.115308,0.087,0.378753,549,575,778,1000,1000,1000,1000,1000,502,537,740,954,622,834,631,998,perturbed
319,0.051282051,1,0.192307692,0.102564103,0.038461538,0.115384615,0.025641026,0.056996,0.106313,0.082819,0.047402,3,1,2,2,0.091911,0.082029,0.050763,0.37334,45,690,45,985,999,999,1000,1000,562,631,713,963,734,743,906,1000,perturbed
320,0.076923077,1,0.192307692,0.064102564,0.012820513,0.064102564,0.025641026,0.12335,0.086729,0.085724,0.016461,1,3,2,2,0.100787,0.145168,0.031406,0.375651,830,872,896,1000,1000,1000,1000,1000,603,687,717,966,605,827,613,999,perturbed
321,0.115384615,1,0.192307692,0.08974359,0.051282051,0.076923077,0.076923077,0.086259,0.049967,0.054824,0.032377,2,3,2,2,0.134006,0.083316,0.044386,0.38252,521,522,936,1000,1000,1000,1000,1000,491,599,592,914,785,815,879,1000,perturbed
322,0.051282051,1,0.179487179,0.115384615,0.051282051,0.064102564,0.025641026,0.111211,0.061329,0.071941,0.032858,3,3,1,2,0.147087,0.134786,0.094685,0.328897,44,634,44,1000,1000,1000,1000,1000,514,694,585,896,486,495,737,998,perturbed
323,0.115384615,1,0.179487179,0.064102564,0.012820513,0.08974359,0.038461538,0.096976,0.094577,0.075234,0.054289,4,1,2,1,0.114799,0.145691,0.042415,0.391759,832,834,989,1000,999,999,1000,1000,502,690,545,964,701,872,712,1000,perturbed
324,0.051282051,1,0.243589744,0.141025641,0.025641026,0.08974359,0.064102564,0.074691,0.115255,0.078034,0.022928,3,4,3,3,0.138093,0.128196,0.081297,0.389677,56,815,56,998,998,998,1000,1000,529,577,756,920,780,781,981,999,perturbed
325,0.051282051,1,0.179487179,0.115384615,0.025641026,0.064102564,0.025641026,0.051102,0.11021,0.104907,0.026849,1,2,1,1,0.120405,0.152188,0.019232,0.335623,56,820,56,1000,1000,1000,1000,1000,535,690,594,995,512,515,780,998,perturbed
326,0.115384615,1,0.243589744,0.128205128,0.038461538,0.115384615,0.051282051,0.103933,0.078095,0.048888,0.034627,3,4,4,1,0.146347,0.141595,0.047545,0.326273,579,579,966,1000,999,999,1000,1000,393,585,774,633,457,460,745,1000,perturbed
327,0.064102564,1,0.192307692,0.102564103,0.025641026,0.115384615,0.076923077,0.094507,0.056418,0.050024,0.041079,2,1,4,2,0.156224,0.117773,0.0572,0.380747,491,804,504,1000,999,999,1000,1000,404,615,589,671,766,771,937,1000,perturbed
328,0.115384615,1,0.243589744,0.08974359,0.051282051,0.102564103,0.025641026,0.10194,0.122309,0.093118,0.029594,4,1,2,2,0.135567,0.150048,0.030761,0.383372,525,528,936,1000,998,998,1000,1000,569,589,833,980,795,823,885,1000,perturbed
