Sample,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC
374,700,700,995,1000,977,977,1000,1000,394,449,887,785,826,828,983,1000
375,464,514,663,998,979,979,1000,1000,69,530,856,111,590,682,712,921
376,595,713,968,816,973,973,1000,1000,486,514,903,913,578,806,591,1000
377,501,501,953,1000,978,978,1000,1000,364,418,824,753,689,734,815,1000
378,429,429,991,1000,977,977,1000,1000,31,570,792,54,897,917,945,1000
379,717,795,993,901,977,977,1000,1000,417,458,850,826,904,905,992,1000
380,539,599,706,978,974,974,1000,1000,298,424,807,593,637,652,835,1000
381,462,464,881,1000,978,978,1000,1000,132,577,794,244,785,786,984,1000
382,451,468,981,911,977,977,1000,1000,248,498,786,374,507,744,515,1000
383,447,448,904,1000,979,979,1000,1000,381,396,898,881,641,649,951,972
384,463,545,895,792,974,974,1000,1000,471,552,821,781,820,820,990,1000
385,691,697,987,983,978,978,1000,1000,4,461,891,12,924,931,976,1000
386,722,825,891,889,978,978,1000,1000,420,574,823,685,687,693,919,997
387,7,590,937,7,974,974,1000,1000,341,563,882,571,863,892,918,1000
388,745,771,902,992,974,974,1000,1000,484,535,853,857,889,889,993,1000
389,385,455,882,806,978,978,1000,1000,215,542,825,370,814,931,819,995
390,473,499,729,995,978,978,1000,1000,22,558,892,48,641,647,880,1000
391,706,777,836,957,979,979,1000,1000,217,529,856,315,714,881,722,1000
392,757,757,995,1000,973,973,1000,1000,34,609,806,70,852,886,908,1000
393,807,819,990,984,978,978,1000,1000,31,583,852,62,502,747,510,999
394,679,684,994,983,978,978,1000,1000,112,584,732,176,653,657,918,1000
395,5,665,961,5,974,974,1000,1000,244,482,889,381,754,756,957,1000
396,475,809,934,599,974,974,1000,1000,477,521,757,869,900,914,963,991
397,637,637,992,999,978,978,1000,1000,75,502,821,131,786,788,972,1000
398,494,494,953,1000,977,977,1000,1000,8,533,851,18,904,904,997,1000
399,444,447,903,988,979,979,1000,1000,294,485,881,485,923,923,996,1000
400,444,468,995,887,973,973,1000,1000,0,583,846,0,483,731,492,1000
401,388,397,973,949,978,978,1000,1000,394,501,775,726,673,739,786,976
402,441,491,995,742,977,977,1000,1000,437,448,825,919,598,607,843,979
403,572,576,934,1000,974,974,1000,1000,400,557,896,686,894,895,992,1000
404,1,750,987,1,974,974,1000,1000,541,599,781,887,796,841,862,1000
405,487,487,995,1000,978,978,1000,1000,455,526,770,807,731,907,753,966
406,783,790,995,988,977,977,1000,1000,476,620,824,753,834,870,897,1000
407,467,470,840,1000,980,980,1000,1000,495,575,728,852,878,880,989,1000
408,592,635,758,996,974,974,1000,1000,81,562,756,136,876,903,929,990
409,251,402,973,441,978,978,1000,1000,486,507,828,915,604,644,746,999
410,711,733,899,993,977,977,1000,1000,208,509,852,338,890,891,992,1000
411,686,686,988,1000,974,974,1000,1000,352,542,802,546,776,777,980,1000
412,511,656,995,702,974,974,1000,1000,239,436,856,411,827,896,922,935
413,281,443,902,534,978,978,1000,1000,242,450,868,424,854,868,937,999
414,507,591,937,807,977,977,1000,1000,442,445,851,977,608,609,918,998
415,548,548,978,1000,979,979,1000,1000,479,536,739,868,620,632,862,977
416,697,704,962,997,973,973,1000,1000,349,531,883,555,823,825,973,1000
417,234,634,759,323,978,978,1000,1000,339,530,864,535,738,749,909,999
418,176,485,992,214,978,978,1000,1000,74,474,772,118,900,904,985,1000
419,468,468,980,1000,975,975,1000,1000,454,560,757,742,755,806,829,1000
420,597,606,992,974,974,974,1000,1000,443,522,901,774,850,855,980,1000
421,806,818,995,983,978,978,1000,1000,234,441,849,396,668,739,757,994
422,86,569,776,103,977,977,1000,1000,527,579,728,953,787,791,973,995
423,190,410,972,284,980,980,1000,1000,124,562,792,188,590,594,910,1000
424,173,443,991,222,973,973,1000,1000,546,592,756,954,880,882,989,1000
425,586,631,833,921,978,978,1000,1000,372,571,793,591,664,665,954,1000
426,496,529,978,846,978,978,1000,1000,262,572,824,406,602,673,705,1000
427,414,415,953,996,974,974,1000,1000,133,481,798,211,880,885,977,1000
428,823,826,975,1000,974,974,1000,1000,276,476,856,450,913,922,971,1000
429,59,831,989,80,978,978,1000,1000,116,536,885,180,733,746,906,995
430,54,743,964,55,977,977,1000,1000,396,493,904,734,592,595,909,1000
431,467,517,663,999,980,980,1000,1000,480,505,729,989,823,865,876,1000
432,469,469,995,1000,973,973,1000,1000,540,570,796,957,503,754,509,1000
433,528,539,899,981,978,978,1000,1000,433,521,770,783,827,936,831,1000
434,821,824,976,1000,977,977,1000,1000,563,594,782,975,883,888,979,1000
435,525,532,893,997,974,974,1000,1000,206,531,816,308,921,923,990,1000
436,460,460,980,990,974,974,1000,1000,327,501,813,547,483,735,488,988
437,395,449,991,750,978,978,1000,1000,438,551,795,744,658,744,791,923
438,397,401,972,968,977,977,1000,1000,521,583,775,880,510,744,519,1000
439,442,442,991,1000,979,979,1000,1000,514,534,896,954,742,742,973,1000
440,725,748,902,998,973,973,1000,1000,464,569,755,779,894,895,991,1000
441,403,403,951,1000,978,978,1000,1000,341,528,802,566,720,721,971,999
442,191,392,974,292,977,977,1000,1000,461,566,868,785,490,745,496,1000
443,221,585,937,314,974,974,1000,1000,292,549,893,484,822,828,956,1000
444,57,840,936,81,974,974,1000,1000,49,526,884,81,895,913,948,998
445,623,632,993,975,978,978,1000,1000,387,529,830,660,619,623,891,997
446,606,628,839,1000,977,977,1000,1000,454,476,848,880,605,645,744,996
447,0,788,988,2,979,979,1000,1000,484,556,795,822,709,742,833,995
448,606,628,840,1000,973,973,1000,1000,77,506,804,122,530,705,719,778
449,145,579,939,168,978,978,1000,1000,420,426,865,946,702,760,797,1000
450,612,646,995,898,977,977,1000,1000,487,496,874,969,600,603,917,1000
451,609,807,995,764,974,974,1000,1000,221,471,851,342,651,655,911,1000
452,818,839,978,977,974,974,1000,1000,481,522,879,865,740,779,854,981
453,524,804,891,654,978,978,1000,1000,292,577,759,415,760,813,838,993
454,94,717,979,102,977,977,1000,1000,282,516,846,441,716,719,946,1000
455,132,787,996,183,979,979,1000,1000,151,524,756,240,900,900,997,1000
456,707,766,835,997,973,973,1000,1000,91,525,904,174,763,763,989,1000
457,8,708,963,8,978,978,1000,1000,24,559,854,41,705,708,928,1000
458,435,437,906,1000,978,978,1000,1000,345,480,862,617,845,943,848,1000
459,835,850,938,1000,974,974,1000,1000,260,502,849,405,594,610,851,969
460,564,565,956,1000,974,974,1000,1000,170,481,739,297,889,889,996,1000
461,535,590,706,992,978,978,1000,1000,378,432,888,796,623,660,760,998
462,473,499,729,999,978,978,1000,1000,193,577,835,329,860,865,982,1000
463,624,678,964,906,980,980,1000,1000,345,524,896,603,842,879,897,1000
464,546,577,771,993,973,973,1000,1000,321,534,738,496,610,610,930,1000
465,501,501,953,997,978,978,1000,1000,457,480,871,900,778,785,940,1000
466,526,528,933,1000,977,977,1000,1000,360,494,801,653,770,808,964,941
467,523,815,986,640,974,974,1000,1000,533,543,887,974,912,912,995,1000
468,673,768,834,935,974,974,1000,1000,345,586,803,549,918,925,972,1000
469,399,404,969,964,978,978,1000,1000,0,580,828,2,886,898,956,1000
470,506,579,704,915,977,977,1000,1000,178,553,897,302,888,912,939,1000
471,115,538,899,188,979,979,1000,1000,346,555,899,590,604,810,617,989
472,527,530,936,1000,974,974,1000,1000,248,553,822,393,584,586,897,1000
473,460,460,981,1000,978,978,1000,1000,365,454,896,655,622,627,893,1000
474,536,565,773,994,977,977,1000,1000,427,509,882,738,565,796,572,1000
475,286,457,991,448,974,974,1000,1000,563,597,781,966,919,919,993,1000
476,463,529,892,828,974,974,1000,1000,136,511,777,225,864,864,993,1000
477,505,588,940,797,978,978,1000,1000,6,509,792,11,602,606,873,997
478,696,803,978,864,977,977,1000,1000,499,536,782,892,621,657,759,1000
479,536,541,978,983,980,980,1000,1000,242,489,830,361,582,797,594,999
480,490,490,995,1000,973,973,1000,1000,218,527,756,311,816,839,913,1000
481,49,468,839,57,978,978,1000,1000,385,419,864,832,830,939,834,998
482,130,503,667,240,977,977,1000,1000,448,463,870,922,476,718,484,999
483,684,684,996,1000,974,974,1000,1000,352,487,875,650,734,744,907,993
484,743,747,964,995,974,974,1000,1000,431,450,810,896,739,748,911,1000
485,650,732,983,869,978,978,1000,1000,359,491,850,629,550,781,556,978
486,653,653,993,1000,977,977,1000,1000,92,548,820,151,848,945,850,1000
487,379,542,976,592,979,979,1000,1000,361,567,829,606,824,827,973,1000
488,493,493,995,992,974,974,1000,1000,475,497,828,901,640,678,780,1000
489,405,405,952,1000,978,978,1000,1000,507,537,740,960,637,676,785,999
490,97,626,756,142,979,979,1000,1000,57,567,753,95,885,886,990,1000
491,7,815,934,15,974,974,1000,1000,128,500,786,200,921,922,996,998
492,393,496,731,746,974,974,1000,1000,26,578,856,58,687,871,697,1000
493,389,494,955,670,978,978,1000,1000,305,502,713,549,717,886,727,1000
494,441,459,991,880,977,977,1000,1000,139,550,820,220,829,868,894,976
495,696,795,834,935,979,979,1000,1000,462,608,821,738,784,787,966,1000
496,497,637,759,768,973,973,1000,1000,436,479,854,827,929,933,992,997
497,661,839,893,802,978,978,1000,1000,63,566,901,112,723,888,732,1000
498,520,770,904,670,977,977,1000,1000,469,491,730,989,722,722,970,1000
499,596,646,757,991,975,975,1000,1000,281,549,907,472,622,639,830,999
500,805,814,991,991,974,974,1000,1000,39,504,828,71,636,642,896,996
501,513,531,897,968,978,978,1000,1000,482,488,868,975,833,849,965,982
502,726,730,960,998,977,977,1000,1000,392,422,887,833,923,925,996,998
503,494,494,990,1000,979,979,1000,1000,399,401,826,945,847,847,993,1000
504,429,432,978,977,973,973,1000,1000,306,495,704,508,918,918,995,1000
505,777,824,986,947,978,978,1000,1000,424,577,824,685,886,886,996,1000
506,501,501,957,999,977,977,1000,1000,457,530,711,821,564,682,792,822
507,523,524,934,1000,974,974,1000,1000,387,493,826,652,863,895,917,1000
508,466,520,669,1000,974,974,1000,1000,479,563,855,787,822,937,824,1000
509,522,524,936,1000,978,978,1000,1000,526,574,801,902,618,829,628,998
510,98,520,936,113,977,977,1000,1000,323,571,756,514,689,755,803,968
511,636,675,995,905,979,979,1000,1000,525,559,731,986,651,665,847,993
512,511,527,933,967,973,973,1000,1000,168,446,810,319,919,933,960,1000
513,786,786,996,1000,978,978,1000,1000,468,532,827,817,773,775,968,1000
514,637,640,995,992,977,977,1000,1000,519,544,760,979,764,803,867,970
515,443,443,991,997,974,974,1000,1000,10,542,907,25,631,631,940,1000
516,456,458,881,1000,974,974,1000,1000,446,470,819,885,782,831,849,999
517,761,843,977,908,978,978,1000,1000,216,525,849,355,669,671,922,1000
518,202,785,995,253,977,977,1000,1000,73,527,779,112,884,884,996,1000
519,673,675,995,996,979,979,1000,1000,400,449,832,777,580,798,594,967
520,410,410,952,1000,973,973,1000,1000,284,555,789,458,742,744,973,998
521,542,640,761,848,978,978,1000,1000,404,589,803,638,713,725,892,1000
522,464,510,667,984,977,977,1000,1000,309,523,863,536,795,822,894,1000
523,744,767,907,990,974,974,1000,1000,447,543,803,768,793,924,799,1000
524,367,492,730,705,974,974,1000,1000,370,573,833,598,916,936,993,975
525,374,411,951,811,978,978,1000,1000,428,497,808,791,796,838,982,940
526,531,533,978,986,977,977,1000,1000,496,516,847,920,609,617,847,999
527,49,475,840,55,979,979,1000,1000,417,512,845,706,808,811,969,1000
528,595,640,759,978,974,974,1000,1000,434,519,818,770,902,906,986,1000
529,368,554,956,550,978,978,1000,1000,114,479,753,190,867,870,991,994
530,557,728,905,760,977,977,1000,1000,454,536,773,796,610,617,858,1000
531,114,417,953,178,975,975,1000,1000,243,526,738,355,874,886,996,982
532,739,742,982,997,974,974,1000,1000,403,405,860,935,519,764,526,999
533,723,792,837,976,978,978,1000,1000,34,482,857,58,767,822,844,975
534,788,815,997,967,978,978,1000,1000,375,530,907,647,602,609,853,1000
535,726,728,960,999,979,979,1000,1000,418,450,800,858,931,931,996,1000
536,596,618,833,1000,973,973,1000,1000,33,414,899,65,851,851,993,1000
537,460,515,668,970,978,978,1000,1000,417,569,854,691,714,718,951,1000
538,615,659,996,902,977,977,1000,1000,355,581,804,517,655,663,880,1000
539,74,418,953,89,974,974,1000,1000,147,599,842,265,742,745,943,994
540,1,839,936,1,974,974,1000,1000,28,560,881,59,865,877,945,1000
541,402,406,969,974,978,978,1000,1000,95,543,851,169,642,643,945,1000
542,691,691,988,999,977,977,1000,1000,411,533,914,730,879,884,975,1000
543,356,681,977,460,979,979,1000,1000,352,614,820,541,835,835,992,1000
544,729,734,962,1000,973,973,1000,1000,420,486,852,740,935,941,985,1000
545,384,572,940,583,978,978,1000,1000,535,589,844,887,590,809,598,1000
546,716,793,835,958,977,977,1000,1000,540,568,866,948,593,598,868,1000
547,476,500,732,1000,974,974,1000,1000,417,515,770,701,733,766,844,989
548,412,412,951,1000,974,974,1000,1000,478,506,837,913,678,684,962,985
549,423,439,902,950,978,978,1000,1000,42,596,799,86,780,785,959,996
550,542,567,776,996,977,977,1000,1000,265,493,816,403,923,926,990,1000
551,312,517,976,450,980,980,1000,1000,0,567,879,1,732,735,952,1000
552,437,440,906,989,973,973,1000,1000,63,524,756,102,740,795,820,1000
553,735,739,960,1000,978,978,1000,1000,468,529,756,837,902,919,954,1000
554,529,535,896,1000,977,977,1000,1000,233,389,853,404,669,682,860,1000
555,584,588,936,995,974,974,1000,1000,424,442,849,887,889,915,947,979
556,473,495,995,875,974,974,1000,1000,429,446,754,911,785,916,793,1000
557,474,494,954,933,978,978,1000,1000,500,552,709,942,653,735,942,875
558,770,777,991,988,977,977,1000,1000,205,492,783,305,930,931,992,1000
559,611,733,967,814,979,979,1000,1000,275,471,894,491,691,731,815,1000
560,655,655,992,1000,973,973,1000,1000,447,491,824,832,841,841,993,1000
561,470,498,730,975,978,978,1000,1000,21,496,863,46,726,893,735,999
562,792,795,994,996,977,977,1000,1000,35,549,820,60,851,853,988,1000
563,456,652,995,582,974,974,1000,1000,474,529,854,836,637,838,648,1000
564,467,492,730,1000,974,974,1000,1000,259,522,911,448,908,912,987,1000
565,520,527,894,994,978,978,1000,1000,381,503,894,678,913,914,995,999
566,54,468,979,64,977,977,1000,1000,283,543,824,440,827,863,893,994
567,541,542,976,996,979,979,1000,1000,467,574,839,789,855,870,937,1000
568,592,596,939,997,973,973,1000,1000,197,525,778,335,761,814,834,1000
569,4,790,935,5,978,978,1000,1000,290,594,780,400,623,623,927,1000
570,203,526,934,320,977,977,1000,1000,0,547,896,0,811,833,907,1000
571,523,648,995,730,974,974,1000,1000,463,496,801,884,698,712,877,995
572,609,631,837,999,974,974,1000,1000,1,536,906,1,650,656,892,1000
573,255,800,994,317,978,978,1000,1000,498,527,824,918,934,940,983,1000
574,699,747,964,932,977,977,1000,1000,32,572,869,62,612,620,863,1000
575,602,624,837,999,980,980,1000,1000,22,513,822,39,737,740,946,996
576,81,517,664,100,973,973,1000,1000,382,470,754,703,805,806,987,1000
577,443,457,991,904,978,978,1000,1000,509,519,846,969,866,867,990,1000
578,522,523,976,986,977,977,1000,1000,398,471,808,724,871,871,996,1000
579,468,496,732,979,975,975,1000,1000,503,509,844,978,805,809,966,988
580,635,681,993,912,974,974,1000,1000,508,542,869,884,660,666,896,1000
581,527,578,706,1000,978,978,1000,1000,167,551,822,251,849,852,976,1000
582,313,700,988,405,977,977,1000,1000,54,522,730,85,852,863,980,984
583,331,498,956,578,980,980,1000,1000,569,609,780,947,770,817,845,1000
584,838,841,989,999,973,973,1000,1000,317,447,865,572,544,779,550,997
585,386,400,952,907,978,978,1000,1000,364,604,822,573,755,799,872,955
586,461,592,938,713,977,977,1000,1000,77,534,911,146,617,618,929,991
587,534,535,975,997,974,974,1000,1000,323,385,864,643,876,878,989,1000
588,454,524,933,810,974,974,1000,1000,177,555,872,271,875,887,949,1000
589,553,582,777,1000,978,978,1000,1000,105,552,875,162,555,794,561,998
590,610,630,842,1000,977,977,1000,1000,501,586,775,834,543,777,549,1000
591,651,651,986,1000,979,979,1000,1000,66,446,908,129,914,914,997,1000
592,531,744,835,722,973,973,1000,1000,410,543,897,712,889,903,957,1000
593,226,397,970,394,978,978,1000,1000,470,492,898,899,930,936,981,1000
594,516,528,934,975,977,977,1000,1000,249,523,915,432,775,829,852,983
595,697,700,979,994,974,974,1000,1000,218,521,740,310,843,946,845,1000
596,472,498,731,997,974,974,1000,1000,140,559,873,210,728,782,815,1000
597,125,778,995,153,978,978,1000,1000,251,565,871,407,812,931,818,996
598,455,460,881,995,977,977,1000,1000,5,502,848,11,680,680,959,1000
599,445,446,904,1000,979,979,1000,1000,405,473,867,734,877,878,990,1000
600,520,527,936,981,973,973,1000,1000,60,523,913,119,649,655,886,1000
601,519,521,934,998,978,978,1000,1000,27,537,853,50,928,935,976,1000
602,431,466,837,888,977,977,1000,1000,77,396,887,137,893,898,984,1000
603,491,531,934,895,974,974,1000,1000,0,566,841,0,625,630,893,1000
604,545,603,707,1000,974,974,1000,1000,355,608,824,562,681,746,777,992
605,744,769,904,988,978,978,1000,1000,479,533,830,856,605,671,921,872
606,805,813,988,987,977,977,1000,1000,472,522,910,845,696,698,963,988
607,600,622,837,998,979,979,1000,1000,491,523,911,902,879,891,954,996
608,636,788,837,841,973,973,1000,1000,310,511,903,543,607,647,749,1000
609,541,570,772,998,978,978,1000,1000,384,525,853,628,926,933,976,1000
610,630,646,995,953,977,977,1000,1000,432,591,833,723,928,929,992,1000
611,592,637,756,1000,974,974,1000,1000,130,583,757,203,789,790,986,1000
612,451,538,895,801,974,974,1000,1000,397,551,853,664,802,808,952,1000
613,644,829,979,774,978,978,1000,1000,190,553,856,277,463,711,474,958
614,733,738,960,994,977,977,1000,1000,505,533,768,936,893,893,993,1000
615,410,410,972,1000,979,979,1000,1000,448,556,894,768,639,686,788,966
616,473,473,995,1000,973,973,1000,1000,385,518,807,677,575,829,621,852
617,794,860,892,952,978,978,1000,1000,218,528,803,346,788,838,850,1000
618,404,407,952,985,979,979,1000,1000,41,493,871,74,832,832,992,1000
619,428,775,834,542,974,974,1000,1000,453,466,853,938,820,841,914,1000
620,551,577,773,1000,974,974,1000,1000,462,481,788,955,621,638,826,999
621,702,740,962,942,978,978,1000,1000,440,546,775,717,644,645,947,1000
622,762,815,976,937,977,977,1000,1000,435,567,856,678,904,921,951,1000
623,670,670,992,1000,979,979,1000,1000,445,545,773,733,887,906,988,975
624,755,777,908,983,973,973,1000,1000,452,479,856,890,613,621,852,1000
625,491,493,993,983,978,978,1000,1000,3,562,800,5,784,804,976,966
626,462,469,839,991,977,977,1000,1000,464,518,854,812,599,670,699,995
627,725,750,910,982,974,974,1000,1000,503,528,740,988,553,777,558,1000
628,404,410,952,970,974,974,1000,1000,489,586,829,824,745,756,916,989
629,715,716,983,1000,978,978,1000,1000,71,558,826,117,573,801,583,1000
630,574,577,936,1000,977,977,1000,1000,202,503,755,340,861,898,915,993
631,550,578,777,1000,980,980,1000,1000,492,595,759,814,598,598,918,1000
632,399,765,976,532,974,974,1000,1000,437,456,911,909,888,911,940,1000
633,396,396,970,1000,978,978,1000,1000,90,532,872,144,911,920,969,1000
634,560,694,964,778,977,977,1000,1000,41,409,879,79,784,921,796,988
635,466,474,840,976,975,975,1000,1000,79,496,907,156,926,926,996,1000
636,700,761,834,1000,974,974,1000,1000,246,594,825,384,782,783,971,1000
637,464,485,730,1000,978,978,1000,1000,214,582,753,301,922,922,996,1000
638,232,495,953,368,977,977,1000,1000,489,542,873,830,854,887,975,959
639,500,501,990,985,980,980,1000,1000,382,603,781,566,801,803,970,1000
640,496,496,990,996,973,973,1000,1000,295,513,770,463,926,936,980,997
641,526,526,979,1000,978,978,1000,1000,24,459,755,56,541,779,547,999
642,458,504,667,1000,977,977,1000,1000,487,505,867,928,671,753,793,932
643,513,638,758,791,974,974,1000,1000,96,570,794,141,668,687,912,962
644,453,538,894,806,974,974,1000,1000,451,517,911,819,864,865,989,1000
645,603,624,835,1000,978,978,1000,1000,370,499,737,629,853,856,988,1000
646,716,785,835,965,977,977,1000,1000,489,521,847,901,713,758,833,968
647,598,618,836,996,979,979,1000,1000,278,515,739,417,845,877,904,999
648,465,766,901,606,973,973,1000,1000,496,531,900,872,907,908,992,1000
649,769,842,936,927,978,978,1000,1000,462,543,831,763,884,889,981,1000
650,538,543,899,1000,977,977,1000,1000,196,492,879,292,699,768,807,959
651,173,574,774,292,977,977,1000,1000,8,505,890,29,915,915,997,1000
652,145,781,995,182,974,974,1000,1000,309,604,827,482,884,906,938,1000
653,24,467,882,24,978,978,1000,1000,456,588,757,715,685,751,774,1000
654,385,390,970,979,977,977,1000,1000,18,531,865,35,923,935,963,1000
655,403,407,972,975,980,980,1000,1000,465,481,868,948,710,713,946,1000
656,634,711,903,887,974,974,1000,1000,498,540,855,872,875,889,953,1000
657,645,721,965,881,978,978,1000,1000,521,565,857,894,610,685,866,883
658,543,551,962,975,977,977,1000,1000,58,545,770,94,609,693,868,865
659,465,529,976,740,974,974,1000,1000,446,465,740,933,884,898,955,1000
660,11,823,937,18,974,974,1000,1000,473,581,829,739,599,605,845,1000
661,583,587,938,1000,978,978,1000,1000,436,569,731,704,769,769,978,1000
662,9,671,993,10,977,977,1000,1000,138,564,759,210,820,932,824,1000
663,482,504,731,1000,979,979,1000,1000,169,537,757,276,433,754,839,592
664,417,779,997,537,973,973,1000,1000,480,494,821,940,673,711,807,1000
665,276,587,706,433,978,978,1000,1000,0,398,912,0,800,843,865,1000
666,244,469,839,464,977,977,1000,1000,203,601,821,341,608,708,747,903
667,566,712,978,758,974,974,1000,1000,468,541,893,823,881,886,978,1000
668,765,779,995,979,974,974,1000,1000,381,535,837,669,874,885,949,1000
669,775,791,995,974,978,978,1000,1000,442,521,901,746,815,933,819,1000
670,784,810,990,964,977,977,1000,1000,539,557,791,985,914,914,995,1000
671,59,789,996,94,979,979,1000,1000,223,500,849,378,845,945,848,1000
672,432,439,904,960,973,973,1000,1000,500,564,851,851,883,883,996,1000
673,669,669,979,1000,978,978,1000,1000,164,543,825,235,754,758,954,1000
674,462,495,990,805,977,977,1000,1000,450,498,792,839,761,766,952,1000
675,401,830,989,505,974,974,1000,1000,338,564,898,564,729,739,894,1000
676,476,582,704,841,974,974,1000,1000,431,483,893,811,933,933,994,1000
677,65,827,976,92,978,978,1000,1000,538,579,826,919,892,897,983,1000
678,605,625,835,1000,977,977,1000,1000,363,538,825,564,694,695,964,994
679,406,628,839,596,979,979,1000,1000,234,554,711,379,780,828,850,1000
680,444,454,882,976,973,973,1000,1000,382,562,806,629,568,788,580,981
681,61,575,777,68,978,978,1000,1000,343,547,853,569,479,719,486,985
682,434,436,906,998,977,977,1000,1000,459,488,752,904,767,912,775,998
683,414,416,953,995,974,974,1000,1000,407,546,821,690,818,840,913,1000
684,705,720,965,974,974,974,1000,1000,488,515,757,954,756,904,767,1000
685,385,385,990,997,978,978,1000,1000,423,467,880,803,667,704,807,1000
686,721,783,835,992,977,977,1000,1000,278,487,869,438,731,740,903,1000
687,413,728,978,547,980,980,1000,1000,5,500,830,17,801,811,977,981
688,502,502,956,1000,973,973,1000,1000,492,525,756,918,712,723,891,1000
689,435,436,903,1000,978,978,1000,1000,428,511,910,770,866,867,990,1000
690,472,634,995,641,979,979,1000,1000,4,509,913,16,924,931,975,1000
691,472,472,994,1000,974,974,1000,1000,254,547,896,426,886,909,937,1000
692,112,847,889,138,974,974,1000,1000,298,570,845,503,903,903,993,1000
693,538,594,705,1000,979,979,1000,1000,512,552,867,900,839,841,976,1000
694,804,819,936,995,977,977,1000,1000,13,525,892,26,809,811,975,1000
695,462,465,879,990,979,979,1000,1000,515,543,893,920,928,928,995,1000
696,488,490,994,983,973,973,1000,1000,7,551,826,12,867,881,948,1000
697,466,732,960,609,978,978,1000,1000,443,443,882,971,775,777,968,1000
698,66,803,976,94,977,977,1000,1000,387,535,864,675,887,889,990,1000
699,269,643,763,385,974,974,1000,1000,487,507,770,969,567,789,575,987
700,312,561,958,475,974,974,1000,1000,63,516,912,124,910,914,987,1000
701,465,488,730,1000,978,978,1000,1000,427,547,822,699,761,769,924,1000
702,448,496,953,806,977,977,1000,1000,499,551,820,867,809,843,965,952
703,465,474,840,980,980,980,1000,1000,76,559,813,120,859,864,982,998
704,688,693,990,986,973,973,1000,1000,345,531,760,588,669,682,854,1000
705,96,487,952,143,978,978,1000,1000,262,591,829,407,800,803,972,1000
706,828,832,991,998,977,977,1000,1000,467,534,742,826,708,876,719,995
707,380,410,953,857,974,974,1000,1000,442,505,793,840,926,926,994,1000
708,665,665,992,1000,974,974,1000,1000,465,517,847,833,765,768,954,1000
709,444,447,991,978,978,978,1000,1000,292,518,900,463,867,897,920,1000
710,51,499,729,61,977,977,1000,1000,57,460,887,106,768,769,967,1000
711,74,805,994,111,979,979,1000,1000,471,516,885,845,809,817,970,986
712,679,679,995,1000,973,973,1000,1000,405,526,732,685,742,905,752,1000
713,812,828,936,994,978,978,1000,1000,246,552,892,417,895,912,962,992
714,510,510,978,1000,977,977,1000,1000,9,495,849,19,644,659,839,1000
715,672,672,995,1000,974,974,1000,1000,433,607,806,689,728,728,968,1000
716,806,848,889,996,974,974,1000,1000,368,554,869,605,889,889,993,1000
717,332,585,940,506,978,978,1000,1000,358,402,879,748,759,790,859,1000
718,530,537,894,997,977,977,1000,1000,462,535,736,832,925,925,996,1000
719,538,539,976,995,979,979,1000,1000,421,513,882,737,915,918,990,1000
720,401,401,974,999,973,973,1000,1000,0,511,913,0,641,711,743,1000
721,474,498,730,1000,978,978,1000,1000,501,551,898,871,712,769,799,999
722,433,493,956,780,978,978,1000,1000,247,471,909,451,896,896,997,1000
723,561,633,758,909,975,975,1000,1000,497,519,758,973,869,900,920,1000
724,150,578,774,228,974,974,1000,1000,479,524,754,875,630,840,647,962
725,533,540,897,997,978,978,1000,1000,166,543,896,300,804,806,990,995
726,538,566,775,992,977,977,1000,1000,379,423,874,804,901,901,993,1000
727,33,658,992,33,979,979,1000,1000,79,494,799,135,914,914,997,1000
728,559,626,839,881,973,973,1000,1000,18,576,855,40,721,887,731,1000
729,466,543,979,763,978,978,1000,1000,499,585,759,802,627,677,779,947
730,550,557,957,977,977,977,1000,1000,214,434,808,341,886,891,992,991
731,467,493,732,985,974,974,1000,1000,163,486,876,242,901,903,997,998
732,648,756,834,881,974,974,1000,1000,480,507,753,930,920,920,993,1000
733,93,810,995,112,978,978,1000,1000,444,546,785,770,603,822,611,1000
734,742,782,986,948,977,977,1000,1000,317,517,811,508,816,816,990,1000
735,711,716,988,988,979,979,1000,1000,48,595,842,85,778,810,878,1000
736,453,455,882,1000,973,973,1000,1000,469,473,844,982,620,838,631,1000
737,513,650,995,696,978,978,1000,1000,87,451,853,152,923,923,996,1000
738,461,507,667,998,977,977,1000,1000,551,577,823,948,641,839,652,1000
739,445,575,964,670,974,974,1000,1000,454,461,869,961,699,740,821,1000
740,499,499,955,998,974,974,1000,1000,36,554,791,58,684,690,912,1000
741,442,457,978,922,978,978,1000,1000,393,551,867,688,929,929,996,1000
742,255,569,776,404,978,978,1000,1000,150,476,837,294,736,739,952,1000
743,527,628,837,797,980,980,1000,1000,7,486,791,9,768,768,982,1000
744,266,453,880,510,974,974,1000,1000,516,534,802,980,859,893,913,1000
745,686,698,996,982,978,978,1000,1000,14,413,864,35,846,846,993,1000
746,444,459,880,967,977,977,1000,1000,504,556,730,892,782,783,984,1000
747,335,443,904,663,974,974,1000,1000,375,558,813,624,730,733,936,1000
748,524,526,933,1000,974,974,1000,1000,421,557,855,657,836,837,981,1000
749,441,469,838,920,978,978,1000,1000,391,578,754,653,876,899,993,973
750,389,735,960,500,977,977,1000,1000,401,502,824,678,912,915,990,1000
